사업장명,분류,카카오맵ID,리뷰어이름,리뷰어레벨,후기개수,별점평균,팔로워수,작성일,별점,리뷰내용,사진URL
오복수산 연남점,일식,1879942970,참트루,30,130,3.7,3,2022.06.29.,3.0,한번 먹음 됐다,N/A
오복수산 연남점,일식,1879942970,훔,14,17,4.6,1,2022.06.23.,5.0,N/A,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F2cd06e5bcd34b936b0b85a03f0b8ce7b7b1d80ec%3Foriginal']
오복수산 연남점,일식,1879942970,객관안,43,237,3.6,4,2022.06.18.,3.0,맛 중상신선함. 물가가 많이 올랐다.3.5,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F6486cc58d4211c643f67031355715449e50a892e%3Foriginal']
호안끼엠,카페,1843692132,익명,24,86,3.4,3,2025.03.15.,4.0,딸기 말고망고 빙수 드세요맛있음,N/A
호안끼엠,카페,1843692132,랄라,22,32,3.8,0,2025.01.15.,5.0,"n번째 방문 하는 연남동 최고 빙수집 호안끼엠!여름에도 겨울에도 생각 나는 맛입니다.. 빙수는 망빙을 젤 조아하는데 이 집이 젤 맛있어요. 어제는 첨으로 거북이 이름을 알게 되었는데 푸키래요🐢 밥도 줘봤답니다~ 사장님이랑 대화는 첨 해봤는데 얼굴 기억 하고 있었다며,, 친절하시구요 분위기도 포근해요~ 무엇보다 망빙 원탑입니다.","['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F78799715f08df459956a890f9c7519c745815636%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F19597cce5b486f110b5f925ca271a7de3d05e732%3Foriginal']"
호안끼엠,카페,1843692132,.,9,4,1.8,0,2024.09.02.,2.0,불량식품맛 빙수,N/A
호안끼엠,카페,1843692132,쩝쩝석사,32,75,3.7,4,2024.08.17.,3.0,망빙은 꽤괜 딸기는 그닥매장 시끄러움 but 직원이 엄청 친절화장실쪽 거북이 물이 너무 더럽고 눈병걸리기 직전 같던데 애기 관리좀 해주세요 동물학대같음.. 동물병원에 눈병치료제 싸게 파니까 약욕좀 해주고요 빙수먹으러 갔다가 동물 신경쓰면서 나옴 아무튼 망빙은 추천합니다 딸빙은... 글쎄요망빙드세요,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fb21d931eec1afb4944715259684d98880513b777%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fcddf5ff0bf8bab53543a8dcfc06e8fba5c95bd73%3Foriginal']"
호안끼엠,카페,1843692132,게코,15,15,3.3,0,2024.07.27.,1.0,빙수같은 맛 다만 만드는 모습을 지켜보니 위생이 별로입니다..손을 씻던지 장갑을 끼던지해서 딸기를 올려줬으면 좋겠네요,N/A
호안끼엠,카페,1843692132,햄돌이,23,42,3.7,1,2023.11.05.,1.0,노래소리가 넘시끄러워서 소음이에요노래소리때매 사람들 대화하는 목소리가 점점커짐,N/A
호안끼엠,카페,1843692132,5점 잘 안 준다,71,314,3.8,1133,2023.09.24.,3.0,빙수 먹는 내내 이질적인 맛이 났음 (왜지?그리고 사장님 자꾸 손님들이랑 수다 떨어서 사장 아닌 줄 알았어요,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa28dc483c47ed8777d807a13ebd587380ab1684f%3Foriginal']
호안끼엠,카페,1843692132,깨깨깨깨깨버리고싶어,69,533,4,744,2023.08.14.,1.0,인스타에서 여기를 왤케 추천하는거지 완전 별로였음빙수는 특별하게 뭐 들어간것도 없이 토핑 많은 설빙 가격대에 크로플은 빵이 탔는데 다시 해주지도 않고 그냥 줌 탄맛만 났음매장은 너무 좁은데 사람은 많아서 답답하고 진~짜 시끄러움,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F314127212e9ec9a7ce0a16436a3d41376228a2a7%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F569133c8149b298622800bc8292558eaab8f19cc%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fcd5c619868ad770f7e1df24cef362e40f7feb583%3Foriginal']"
호안끼엠,카페,1843692132,푸다뱅,83,1082,4.1,486,2023.08.13.,3.0,망고빙수는 그런데로 시원하게 먹을만 하지만 가게는 작아서 그런지 조금 답답하고 시끄럽습니다.,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F07277d256c91240065cfa04b0c64442e000a87ed%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F45f65e6104b81438fc7d26c4330dca486345f0c5%3Foriginal']"
호안끼엠,카페,1843692132,파루,4,2,1,0,2023.08.03.,1.0,남사장 싸가지 대박친구들이랑 나오자마자 앞으로 다신 안갈듯 함 ㅋㅋ,N/A
호안끼엠,카페,1843692132,애플민트,35,313,4.7,5,2023.07.27.,2.0,연남동에서 보기드문 냉망고빙수 맛집,N/A
호안끼엠,카페,1843692132,절대강자,35,334,4.7,5,2023.07.25.,2.0,가격 대비 만족도는 개선이 필요해 보입니다.,N/A
호안끼엠,카페,1843692132,뿌랑빵빵,25,39,4.4,2,2023.05.20.,5.0,"술먹고 빙수땡겨서 찾다가 워낙에 가보고 싶었던 카펜데 늦은 시간까지 하길래 냅다 갔음,, 망빙 물론 냉동이겠지만 해동이 넘모 잘됐고 우유 얼음 자체가 달달해서 밑부분만 먹어도 존맛탱이었음,, 그래서 또 먹으러 갔는데 주말은 역시 망빙이 빨리 품절됨,, 6시에 품절 ㅜ 그래서 딸빙 먹음, 그치만 망빙이 체고얌","['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F0c8ca077e3b88dd6424821cd31b0e6c037f390bf%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F74e19ec5cf6ed606c8682075d21caebe435a49f7%3Foriginal']"
호안끼엠,카페,1843692132,IUFC,33,100,4.9,3,2022.06.06.,5.0,매장이 크진 않지만 아늑하고 예뻐요ㅎㅎ직원분들이 친절하시고 크로플도 맛있습니다!,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F240c99ad4cb5105079daaeeb39070471f681ddae%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F0983d8e2a1c8c11b3d3b26c99333c140db8bfed9%3Foriginal']"
호안끼엠,카페,1843692132,✨,15,20,4.5,0,2021.03.23.,5.0,식물로 인테리어 한 느낌도 좋고 음료도 다 맛있고 디저트랑 식사도 먹어봤는데 다 맛있어여 사장님도 친절해욘,N/A
호안끼엠,카페,1843692132,Matilda,11,8,5,0,2021.03.19.,5.0,코코넛 스무디가 진짜 맛있어요,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd57a9326f72263de354e7551aa658e319cffb35d%3Foriginal']
호안끼엠,카페,1843692132,yl,26,100,4.6,1,2020.10.18.,5.0,N/A,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F49561bc57ddfd2cb567a0c7f6ab956012b05c9df%3Foriginal']
호안끼엠,카페,1843692132,Kelly Chung,3,3,5,0,2020.10.17.,5.0,N/A,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F2ed8b1e52d60d7927e60208775c8433604587534%3Foriginal']
호안끼엠,카페,1843692132,YETT,13,13,4.9,0,2020.07.23.,5.0,N/A,N/A
호안끼엠,카페,1843692132,Linh Nguyen,2,2,5,0,2020.05.26.,5.0,N/A,N/A
리옥,술집,1484560093,번개불,3,6,3.8,0,2025.01.24.,5.0,vvv,N/A
리옥,술집,1484560093,공삼육일,26,65,4,3,2025.01.07.,5.0,연남동의 새벽을 책임지는.,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff52654ffc5177badbf1681886f1ea5604e9c5ef8%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F18ecc508ab818d1cc98c73164412a762ebcaab71%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F6c7d628f7dc2c50232556b3c8a15663ced34b90d%3Foriginal']"
하쿠텐,일본식라면,2000734287,레나던햄,14,30,3.4,6,2025.05.17.,4.0,뉴욕 출신으로서 보증하는데 탈한국 도쿄급 맛수정 : 재방문했는데 약간 질림. 별 한개 깎음 ㅋ,N/A
하쿠텐,일본식라면,2000734287,동글,22,175,4.2,0,2025.05.12.,5.0,찐득한 라멘 최고,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd2269c248189b2ab69b986d9d097283867c54fc1%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fe7ae44ccc6917e3c770fc4c7eef44b4ae654deb1%3Foriginal']"
하쿠텐,일본식라면,2000734287,맛집 항해사,20,22,3.8,2,2025.05.11.,5.0,"묵직하고 진한 국물의 라멘.(보통, 꼬들면, 기름 많이)정말 국물의 묵직한 맛이 잊혀지지 않습니다.향미유의 맛이 국물과 함께 들어올 때 맛도 너무 훌륭했습니다.양도 굉장히 많고 좋았습니다.가격도 좋았습니다.물론 국물이 꽤나 기름지기에 먹다보면 힘들 수도 있으나,이를 위한 지원군이 옆에 준비 되어 있습니다.다진마늘, 두반장, (어떤 향이 추가된?)식초.절반 정도 먹고난 후 다진마늘을 추가해서 좀 더 한국 국물의 맛이 느껴짐으로 한 번.식초를 추가하여 산뜻해진 맛으로 한 번.두반장을 통해 짭짤하고 매콤한 맛으로 마무리.쓰다보니 국물에 대한 칭찬만 가득해졌네요.여기는 토핑을 손님이 선택을 하는 시스템인데,이 국물의 짠맛과 기름의 밸런스가 꽤나 중요합니다.저는 운좋게 처음부터 제 취향을 맞췄지만, 다른 분들은 천천히 취향의 맞는 밸런스와 국물에 추가할 것들을 알아가는 재미도 충분할 것 같습니다.너무 맛난 라멘이였습니다.잘 먹었습니다.",['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F881a159e77ee4b7ed225dfb17ec77a14fe3fdafa%3Foriginal']
하쿠텐,일본식라면,2000734287,탕라피치,12,21,3.5,0,2025.05.02.,4.0,"보통으로 주문했어요저는 짠 음식 좋아하는 편인데국물 첫 입 먹었을 때 너무 맛있었어요하지만 그 뒤로는 점점 너무 짜서한 그릇 다 먹기 힘들었어요다음엔 싱겁게로 먹어볼게요가격은 라멘 한 그릇에 10,900원 정도였던 걸로 기억하는데 저렴해서 놀랐습니다","['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F8a07d7da63c5ce0d0ac5fc5fdca1768a1a588f4e%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F678fd6b180391de5b34a4133c2bdbbff419dad41%3Foriginal']"
하쿠텐,일본식라면,2000734287,맛 없으면 짖는 개,3,3,3.7,0,2025.04.29.,5.0,...,N/A
하쿠텐,일본식라면,2000734287,맛집,34,134,4.3,8,2025.04.29.,4.0,맛있긴함 보통정도가 짜게 먹는 사람들이 먹고 아니면 싱겁게 드시는게 맞는듯.주방분들은 친절한 것 같은데 진짜 문앞에서 응대하는 민머리 아저씨가 기분 나쁜티 엄청 내고 세상 불친절함전에 일하는 외국인 여자분이 훨씬 더 친절했음.민머리 아저씨는 서비스직 안하셨으면 좋겠음,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F216c118c0fbe35f2733219a7662c27aa59a6c632%3Foriginal']
하쿠텐,일본식라면,2000734287,솔직그자체,15,27,3.6,0,2025.04.28.,5.0,"짠맛과 국물의 녹진함.. 올해 3월 초 삿포로 스스키노에 있는 멘야 유키카제 라멘집에서 먹었던 맛과 감동이 그대로 재현되는 맛이었습니다.정말 진심으로 제 인생 원탑 라멘집지인한테 추천해도 실패하지않는 라멘집단, 우리나라 라멘이라고 생각하지마시고 정말 일본의 짠맛을 그대로 가져온 라멘집이라고 생각하시면 후회없으실꺼에요.",N/A
하쿠텐,일본식라면,2000734287,링고,17,16,3.8,1,2025.04.22.,3.0,"멘마추가, 꼬들하게, 싱겁게 주문하였으나면발의 익힘정도는 꼬들해서 좋았음몇입 먹다보면 혀끝이 아려오면서 뇌가떨릴정도로 짯었음..특유의 비린맛이 계속올라와서 먹는내내 불편했어요가라아게는 뭐 보통먹는 다른집에서 먹는 가라아게랑 비슷함육즙이 팡팡튄다거나 하는거는 없어요~",['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F3b8f6522d57ef1c56c5d40e5b2c2405803bc96e6%3Foriginal']
하쿠텐,일본식라면,2000734287,아나두,17,75,2.9,1,2025.04.21.,5.0,멘마추가마요밥,N/A
하쿠텐,일본식라면,2000734287,.,32,244,2.2,6,2025.04.17.,3.0,N/A,N/A
하쿠텐,일본식라면,2000734287,찐후기,4,10,3.7,0,2025.04.07.,4.0,N/A,N/A
하쿠텐,일본식라면,2000734287,밥밥,13,7,4,0,2025.03.29.,4.0,"깊고 무게감 있는 그 육수에서 느껴지는 감칠맛은 이제 추억의 맛이 됐음리뉴얼 후 맛은 대중적이지만, 가벼워진 그 맛이 단골로서는 아쉽다","['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F9d2cd989b2347eeb7abab9222334cac37766a6f0%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F0d1e4a53b3377d02c708bd567c9e070cf5bff10c%3Foriginal']"
하쿠텐,일본식라면,2000734287,상명,5,7,4,1,2025.03.28.,5.0,재방문 의사 100%!!!! 다만 간이 많이 세서 싱겁게로 주문하시면 더 마싯어요!!,N/A
하쿠텐,일본식라면,2000734287,현실절인 후기,22,29,3.3,2,2025.03.27.,4.0,한국 이에케의 기준.맛은 현지의 맛을 구현하려고 노력한것이 보임.특히 적절한 염도가 매우 출중함.또한 추가로 먹을수 있는 밥도 구성이 알참.다만 날마다 컨디션 차이있음.어떤날은 완벽한 염도와 녹진한 밸런스가 있는반면어떤날은 육수 특유의 비릿내가 올라오는날도 있음이는 일하시는 점원 차이인것으로 보임매운이에케 역시 이 컨디션에 큰 영향을받는데어느날은 그 코안쪽 알싸한 느낌을 제대로 주는반면어떤날은 기본이에케랑 별반 차이없을때도 있음컨디션케어만 가능하면 만점 받을만한집임,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F7d8e484001a267fb4f2bfac9558cb0c923b4b084%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fc188ebf7cb0dff5d1d5305c18a23c74de8b915cd%3Foriginal']"
하쿠텐,일본식라면,2000734287,제가별로라면별론겁니다,41,462,4,79,2025.03.26.,4.0,N/A,N/A
하쿠텐,일본식라면,2000734287,훈♡,22,22,4,0,2025.03.26.,4.0,국물이 깊고 맛있습니다간은 센 편이니 싱겁게 드시면 더 맛있게 드실수있습니다~,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F5fa574018c7ffcbdeb1575264048938a4770146d%3Foriginal']
하쿠텐,일본식라면,2000734287,Residue,41,176,3.8,22,2025.03.23.,4.0,명성에 맞는 훌륭한 맛과 서비스좋은 이에케 라멘을 먹을 수 있었습니다.웨이팅이 조금 길었던 것은 아쉬웠던 부분,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F4ebf98d7cdc77820a8e7adc0afee145f8d241653%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fcc5a9a05f4904f51a45705baf88e21d572f6ad35%3Foriginal']"
하쿠텐,일본식라면,2000734287,라멘매니아,22,26,3.5,13,2025.03.17.,5.0,이에케 원탑! 웨이팅 지옥이지만 졸라 맛잇음!,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F039b0f7218f011b5b3adb6bc11a494740c9324a6%3Foriginal']
하쿠텐,일본식라면,2000734287,ㅇㅇ,32,630,3.6,25,2025.03.15.,4.0,국물이 깊어요,N/A
하쿠텐,일본식라면,2000734287,맛없으면팬다,30,47,3.3,6,2025.03.13.,5.0,기본 토핑이 적어서 가성비는 떨어진다고 할수 있으나이에케 라멘 중에선 최고.기본도 간이 세므로 싱겁게 먹으시는 분은 조심,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F61142f75f5241a93be809ff93bf920fba20e5647%3Foriginal']
랫댓 연남점,피자,223022276,전주현,28,129,3.8,1,2025.05.06.,2.0,느끼한거 잘먹는편인데도 물려서 못먹겠음 한입먹었을때는 맛있고 그이후에는… 한조각이상 힘듬,N/A
랫댓 연남점,피자,223022276,동글동글도비,8,6,3.8,1,2025.04.08.,3.0,평일 점심쯔음 갔는데 대기없이 들어갔습니다매장 내부가 조금 더웠어요맛은 있었는데 꽤나 느끼한 편입니다감자 넘 맛있어요단점은 테이블이 끈적하고 이가 나간 접시가 나와서 이건 교체를 하시던지 하셔야 할 것 같습니다...,N/A
랫댓 연남점,피자,223022276,개,5,5,3.4,0,2025.03.23.,1.0,도우가 엄청 얇음 없는거랑 똑같음 그냥 또띠아피자같았음너무 얇아서 피자모양이 잡히지도 않고 흐물거림식감도 맛도 힘들었네요,N/A
랫댓 연남점,피자,223022276,태식,5,4,4.3,0,2025.03.08.,4.0,느끼해서 좀 물리긴 하지만 피자 맛집 피자 좋아하는 사람들은 한번 가보길 추천 오픈 시간 한 10분전쯤부터 기다리면 바로 들어갈수 있음 맛있고 메리트 있지만 매장이 협소해서 웨이팅이 있는듯 엄청난 기대는 마시고 오래 웨이팅 해서 들어가면 기대에 못 미칠수 있음 홍대가서 생각나면 재방문 할것 같네요,N/A
랫댓 연남점,피자,223022276,ㄷㅎ,15,11,4.2,1,2025.02.16.,4.0,평일 낮에 가서 웨이팅 없이 먹었는데웨이팅 오래 하면서까지 먹을 특별한 맛은 아니에요그래도 괜춘포테이토 되게 달달해서 단 피자 안 좋아하시는 분들은 안 맞으실 거 같아요,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F674b3c37d58aabf688ef4e374ff923b69c9e8af9%3Foriginal']
랫댓 연남점,피자,223022276,Erin,4,5,5,0,2025.01.31.,5.0,N/A,N/A
랫댓 연남점,피자,223022276,만두,3,1,1,0,2025.01.13.,1.0,가지마세요 유명하다고 해서 웨이팅까지 해서 먹었는데서비스도 맛도 최악이었어요.. ..,N/A
랫댓 연남점,피자,223022276,치즈냥,25,40,4.9,1,2024.12.30.,5.0,작년에 비해 감동이 덜함 흑흑..그래도 꽤괜 피자집,N/A
랫댓 연남점,피자,223022276,.,26,73,3.1,1,2024.12.23.,2.0,예전만 못함,N/A
랫댓 연남점,피자,223022276,heee,12,49,4.1,1,2024.09.26.,4.0,N/A,N/A
랫댓 연남점,피자,223022276,이문동 맛피아,56,442,3.5,183,2024.09.19.,2.0,분위기는 좋은데(겨울에 방문 시 아주 코지) 피자랑 윙봉이 아쉽다. 닭껍질피자와 감자튀김피자 반반 시켰는데 닭껍질은 특별할 것 없고 감자튀김은 감자가 너무 두꺼워서 그냥 웨지감자 같았음. 피자도우와 윙봉 모두 레토르트스럽.,N/A
랫댓 연남점,피자,223022276,ㅇㅇ,15,29,3.7,1,2024.09.15.,2.0,치즈에서 가짜치즈 맛이 나요. 도우도 그렇고 맛도 그저그래요..... 닭껍질피자 짭조름해서 식사라기 보다는 피맥에 어울리는 피자긴한데 여기갈바에는 딴 데 가세요ㅎㅎ,N/A
랫댓 연남점,피자,223022276,말말,22,49,3.1,0,2024.08.31.,1.0,이 더운 날씨에 웨이팅이 엄청많은데 20분넘게 테이블 안치우는거 보고 서비스 글러먹었다고 생각되서 예약 취소함,N/A
랫댓 연남점,피자,223022276,맛집이라고하는데만다님,20,47,3.9,3,2024.05.16.,2.0,굳이 또 갈 이유를 못찾겠는 집. 도우도 별로고 토핑들 올라가 있는것도 무슨 맛으로 먹는지 모르겠다.. 요즘 맛있는 피자집 많은데 정말 굳이… 닭껍질 감자 반반 먹었는데 두 메뉴 다 글쎄.. 가게 안도 분위기 있는게 아니라 그냥 어두움… 막입이라 앵간하면 잘먹는데 별로였음 피자에 엄격한 편이긴함….,N/A
랫댓 연남점,피자,223022276,김하경,20,31,4.1,1,2024.05.15.,5.0,친절하고 맛있어요 ㅎㅎ,N/A
랫댓 연남점,피자,223022276,.,6,7,3.3,0,2024.05.07.,2.0,시끄러움..,N/A
랫댓 연남점,피자,223022276,해샬리송,38,211,4.9,11,2024.04.22.,4.0,한 4년전에 갔을 때(알려지기 전 쯤) 토핑도 정말 많고 사람도 없어서 자주 갔는데 지금은 사진처럼..그녕 그래여…,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F0045861db4952f11680540387c7b28c0c4f4a1f0%3Foriginal']
랫댓 연남점,피자,223022276,seungk,21,38,4.7,4,2024.04.17.,5.0,닭껍질피자 진짜 맛있었습니다,N/A
랫댓 연남점,피자,223022276,밥탐,20,27,3.5,0,2024.04.03.,1.0,피자를 시켰는데 도우보고 먹기 전부터 실패햇다는 생각 들기는 처음..컷팅도 잘 안되있어서 그냥 포크 두개로 죽죽 찢어먹었음.오히려 감자피자가 괜찮았고 닭껍질은 별맛 아니었어요.도우에 다른 토핑없이 칠리소스에 닭껍질만 올린 느낌. 가시면 그냥 감자피자 드세요. 호기심으로 갈만함.,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F28b904bd9362281343b92ab36b2678af89d7649c%3Foriginal']
랫댓 연남점,피자,223022276,🍴,18,36,4.2,4,2024.02.12.,4.0,닭껍질피자도 감자피자도 둘 다 맛있어요그런데 닭껍질 피자가 좀 짜요 ㅠㅠ,N/A
책방곱셈,북카페,138332755,ㅎ,22,173,4,9,2023.07.12.,4.0,N/A,N/A
책방곱셈,북카페,138332755,최고의 맛을 찾아서,44,317,3.7,28,2020.02.13.,4.0,N/A,N/A
책방곱셈,북카페,138332755,내가진짜쩝쩝박산데다따라하네,96,1869,3.8,1148,2019.12.26.,2.0,간판이 예뻐서 들어갔다책방이라고 하기엔 아쉬운 구성과 양이었다 컨셉을 모르겠음카페에서 음료도 마시고 책도 볼 수 있고 하는건 알겠는데 책방이라고 하기엔... 그렇다,N/A
책방곱셈,북카페,138332755,지아,19,59,4.2,0,2019.11.18.,5.0,분위기 좋아요. 다양한 책 많아요 ~,N/A
갓잇 연남점,"멕시칸,브라질",607192266,flat_dawn,7,9,1.9,0,2025.05.18.,1.0,지역 주민입니다. 갓잇 유니폼 입고 근처 오피스텔 입구 계단에 앉아 늘 담배 피우던데 본사나 점포 사장은 직원관리 안 하는지??,N/A
갓잇 연남점,"멕시칸,브라질",607192266,sarah,38,157,3.5,9,2025.05.13.,3.0,"맛은 있었고 재료도 신선했는데파히타 사이즈업 해도 양이 너무 적어요,, 밥이 반이상이고ㅋㅋㅋ고기가 적어도 너무 적음 사이즈업 한 의미가 없게,, 그리고 생각보다 공간이 좀 협소한 편입니당","['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F73b9df0800d5bc1b0ed7c5044488262128dadbf8%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fb0fcca25b7b84697678f8f4f3e84a279c3d7bd75%3Foriginal']"
갓잇 연남점,"멕시칸,브라질",607192266,얼라부기,16,24,4.1,0,2025.05.08.,5.0,맛있게 먹었습니다 굿,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F80bfd39d7d6e1a1e5091ac3564ce94b454918a34%3Foriginal']
갓잇 연남점,"멕시칸,브라질",607192266,damdadi•_•,4,6,5,0,2025.05.06.,5.0,이름에 걸맞게 진짜 환상적인 맛 입니다..리뷰 쓰다보니까 또먹고 싶어서 담주에 또 갈게요😁,N/A
갓잇 연남점,"멕시칸,브라질",607192266,귀찮지만쓴다는건,10,17,4.6,1,2025.05.03.,5.0,맛잇어여,N/A
