사업장명,소재지전체주소,도로명전체주소,좌표정보X(EPSG5174),좌표정보Y(EPSG5174),상세보기url
카탈리스트,서울특별시 마포구 연남동 383-96,"서울특별시 마포구 동교로46길 42-24, 2층 201호 (연남동)",193440.76823551,451047.888978558,https://place.map.kakao.com/1921630090
영지인,서울특별시 마포구 연남동 260-46,"서울특별시 마포구 동교로32길 7, 4층 (연남동)",193281.198442321,450951.348806045,https://place.map.kakao.com/1674129153
썸모어델리,서울특별시 마포구 연남동 454-10,"서울특별시 마포구 동교로51길 131, 1층 (연남동)",192846.144022662,451577.99457244,https://place.map.kakao.com/1268574736
연남파도,서울특별시 마포구 연남동 240-28,"서울특별시 마포구 성미산로 153-14, 2층 (연남동)",193141.662743032,451417.767663766,https://place.map.kakao.com/279498468
디어다온(DEAR DAON),서울특별시 마포구 연남동 390-37,"서울특별시 마포구 동교로38길 33-9, 1층 101호 (연남동)",193391.913773055,451043.708118626,https://place.map.kakao.com/852364123
우탕,서울특별시 마포구 연남동 487-269,"서울특별시 마포구 성미산로17길 114, 2층 (연남동)",192603.38810915,451587.570651766,https://place.map.kakao.com/1735368822
리차드하우스 연남,서울특별시 마포구 연남동 227-9,"서울특별시 마포구 동교로46길 36, 1층 (연남동)",193443.310358863,451097.212143134,https://place.map.kakao.com/773367260
더티핑크(DIRTY PINK),서울특별시 마포구 연남동 227-22,"서울특별시 마포구 성미산로 194, 대원빌딩 지1층 101호 (연남동)",193425.945815189,451161.012483151,https://place.map.kakao.com/89170819
스몰타운스몰(small town small),서울특별시 마포구 연남동 390-59,"서울특별시 마포구 동교로38길 19, 지1층 (연남동)",193344.688052369,451086.684257419,https://place.map.kakao.com/1691390087
양식구옥,서울특별시 마포구 연남동 390-25,"서울특별시 마포구 동교로38길 27, 1층 (연남동)",193353.897517063,451052.823426825,https://place.map.kakao.com/1990033553
중화복춘 살롱,서울특별시 마포구 연남동 373-9,"서울특별시 마포구 연남로 10, 1층 (연남동)",193161.014847695,450942.46824838,https://place.map.kakao.com/1382337664
허프앤퍼프,서울특별시 마포구 연남동 227-19,"서울특별시 마포구 성미산로 194-7, 지하1층 (연남동)",193426.165393999,451138.710369569,https://place.map.kakao.com/858639487
레이트 체크아웃,서울특별시 마포구 연남동 387-10,"서울특별시 마포구 동교로 262-9, 2층 (연남동)",193361.058619759,451174.83466073,https://place.map.kakao.com/1408596395
로컬코드(LOCALCODE),서울특별시 마포구 연남동 228-7,"서울특별시 마포구 동교로 266-7, 2층 (연남동)",193375.265102474,451202.616037317,
쿠시모토,서울특별시 마포구 연남동 260-26,"서울특별시 마포구 동교로 242-4, 송스26 1층 (연남동)",193267.653619888,451015.383922949,https://place.map.kakao.com/741630927
연남 안테이쿠,서울특별시 마포구 연남동 383-102,"서울특별시 마포구 연희로1길 59-3, 1층 (연남동)",193422.347341464,451030.708357571,https://place.map.kakao.com/760246043
피프티인더카트(50INTHECART),서울특별시 마포구 연남동 387-7,"서울특별시 마포구 성미산로 190-8, 3층 (연남동)",193383.204843216,451164.287838158,https://place.map.kakao.com/531769737
소프트컬러(softcolor),서울특별시 마포구 연남동 241-1,"서울특별시 마포구 동교로51길 63, 지층,1층 (연남동, 영광빌라)",193173.385360451,451504.674053421,https://place.map.kakao.com/1160544249
차니베어 스테이션(Chanibear Station),서울특별시 마포구 연남동 227-6,"서울특별시 마포구 동교로46길 42-4, 1,2층 (연남동)",193456.832033265,451085.146917567,https://place.map.kakao.com/270534775
홍카페(Hong cafe),서울특별시 마포구 연남동 567-2,"서울특별시 마포구 연남로1길 31, 1층 (연남동)",192996.662803916,450875.461264109,https://place.map.kakao.com/1847823800
덕자도요,서울특별시 마포구 연남동 224-14,"서울특별시 마포구 동교로52길 4-3, 1층 (연남동)",193461.213424863,451300.177583719,https://place.map.kakao.com/128449578
무겐스위치,서울특별시 마포구 연남동 390-51,"서울특별시 마포구 동교로 242-13, 태주빌딩 1층 101호 (연남동)",193317.934725879,451013.918796278,https://place.map.kakao.com/1132579845
브래디스커피,서울특별시 마포구 연남동 244-1,"서울특별시 마포구 성미산로23안길 23, 1,2층 (연남동)",192949.449750782,451548.015379403,https://place.map.kakao.com/1173298899
레더쿡,서울특별시 마포구 연남동 387-14,"서울특별시 마포구 동교로 262-8, 3층 (연남동)",193347.909328961,451167.55422482,https://place.map.kakao.com/1597023910
국숯집,서울특별시 마포구 연남동 381-5,"서울특별시 마포구 동교로34길 21, 지1층 우측호 (연남동)",193353.029826334,450953.893477269,
불철,서울특별시 마포구 연남동 387-5,"서울특별시 마포구 동교로 266-10, 지1층 B102호 (연남동)",193368.809908648,451183.457209475,https://place.map.kakao.com/1814550431
마포구 연남돈 1층,서울특별시 마포구 연남동 228-35,"서울특별시 마포구 동교로 258, 1층 (연남동)",193299.552971215,451159.605488302,https://place.map.kakao.com/688602521
마포구 연남돈 2층,서울특별시 마포구 연남동 228-35,"서울특별시 마포구 동교로 258, 2층 (연남동)",193299.552971215,451159.605488302,https://place.map.kakao.com/688602521
연남 화담,서울특별시 마포구 연남동 240-41,"서울특별시 마포구 성미산로 149-8, 1층 (연남동)",193121.468565155,451376.991568323,https://place.map.kakao.com/1064351229
헤이죠지,서울특별시 마포구 연남동 383-96,"서울특별시 마포구 동교로46길 42-24, 지1층 (연남동)",193440.76823551,451047.888978558,https://place.map.kakao.com/1994358695
클래식당,서울특별시 마포구 연남동 383-100,"서울특별시 마포구 연희로1길 63, 1층 (연남동)",193442.684557388,451030.233680748,https://place.map.kakao.com/1919463532
우아하게 스테이크,서울특별시 마포구 연남동 383-38,"서울특별시 마포구 연희로1길 45, 지1층 (연남동)",193385.328707625,450975.789710327,
연남 스페이스,서울특별시 마포구 연남동 504-12,"서울특별시 마포구 성미산로22길 16, 안 플레이하우스 B동 지1,2층 (연남동)",192938.06004065,451102.003601407,https://place.map.kakao.com/667878863
하나킨,서울특별시 마포구 연남동 260-54,"서울특별시 마포구 동교로32길 8, 지1층 (연남동)",193275.286594569,450939.270595034,https://place.map.kakao.com/2073150442
무슈부부 커피스탠드,서울특별시 마포구 연남동 370-14,"서울특별시 마포구 연남로7길 24-11, 1층 (연남동)",192732.419509859,451313.770759232,
리스본 캔어리(LISBON CANNERY),서울특별시 마포구 연남동 515-2,"서울특별시 마포구 연남로5길 9, 1층 101호 (연남동)",192987.457657801,451088.430676409,https://place.map.kakao.com/1101700778
쿄다이 텐동,서울특별시 마포구 연남동 390-35,"서울특별시 마포구 동교로38길 33, 지빌딩 지1층 2호 (연남동)",193368.700594756,451027.037323466,https://place.map.kakao.com/251679585
라보아르,서울특별시 마포구 연남동 223-9,"서울특별시 마포구 동교로51안길 24, 지1층 (연남동)",193225.72900638,451451.792383289,https://place.map.kakao.com/1946808724
그레이비,서울특별시 마포구 연남동 390-95,"서울특별시 마포구 동교로38길 14, Giddy mansion 지1층 (연남동)",193310.236080257,451075.312866526,https://place.map.kakao.com/432670699
표정,서울특별시 마포구 연남동 387-15,"서울특별시 마포구 동교로 262-10, 지층 B02호 (연남동)",193354.6593768,451158.374077137,https://place.map.kakao.com/632084595
바란스,서울특별시 마포구 연남동 228-9,"서울특별시 마포구 동교로 266-5, 1층 (연남동)",193369.506314332,451209.355752539,https://place.map.kakao.com/430825783
만끽,서울특별시 마포구 연남동 224-38,"서울특별시 마포구 동교로 272-8, J house 1층 (연남동)",193401.405561463,451253.819871576,https://place.map.kakao.com/90698963
풀업,서울특별시 마포구 연남동 382-22,"서울특별시 마포구 동교로38길 42-5, 세모하우스 1층 (연남동)",193355.018731761,450964.276987763,https://place.map.kakao.com/1275068656
연미정,서울특별시 마포구 연남동 387-9,"서울특별시 마포구 동교로 262-11, Bau Haus 1층 (연남동)",193367.698199674,451166.02584771,https://place.map.kakao.com/927544971
오로라 케이크하우스,서울특별시 마포구 연남동 241-48,"서울특별시 마포구 성미산로29길 34, 1층 (연남동)",193039.845159588,451470.942468869,https://place.map.kakao.com/476552510
춘희,서울특별시 마포구 연남동 226-21,"서울특별시 마포구 성미산로 193, 지1층 (연남동)",193455.422987318,451184.255870016,https://place.map.kakao.com/1395869198
수을관,서울특별시 마포구 연남동 390-59,"서울특별시 마포구 동교로38길 19, 2층 (연남동)",193344.688052369,451086.684257419,https://place.map.kakao.com/479222726
차차밀로(ChaChaMIllo),서울특별시 마포구 연남동 383-42,"서울특별시 마포구 동교로38길 33-12, 라온오래 1호점 2층 202호 (연남동)",193415.194678918,451042.678526093,https://place.map.kakao.com/2025231268
유언비어,서울특별시 마포구 연남동 260-28,"서울특별시 마포구 동교로 240, 계림빌딩 2층 (연남동)",193255.606492428,451004.993797276,https://place.map.kakao.com/198277180
카페밀노(cafe MILNO),서울특별시 마포구 연남동 387-5,"서울특별시 마포구 동교로 266-10, 1층 101호 (연남동)",193368.809908648,451183.457209475,https://place.map.kakao.com/2129408588
동차밥,서울특별시 마포구 연남동 383-23,"서울특별시 마포구 연희로1길 57, 2층 (연남동)",193422.98435704,451015.061525529,https://place.map.kakao.com/26089191
육면달,서울특별시 마포구 연남동 387-4,"서울특별시 마포구 동교로 266-8, 維豪-위호 지1층 102호 (연남동)",193361.592453338,451192.984660161,https://place.map.kakao.com/1184899449
우리할매떡볶이(연남점),서울특별시 마포구 연남동 373-14,"서울특별시 마포구 동교로 227-5, 1층 우측호 (연남동)",193186.501074978,450923.359419415,https://place.map.kakao.com/841974108
육화주담,서울특별시 마포구 연남동 390-78,"서울특별시 마포구 동교로38길 16, 1층 (연남동)",193317.437499539,451075.549617604,https://place.map.kakao.com/901432801
옥자,서울특별시 마포구 연남동 241-42,"서울특별시 마포구 성미산로29길 40-15, 1층 (연남동)",193082.041036265,451469.905316064,https://place.map.kakao.com/1895610195
사이고마데,서울특별시 마포구 연남동 387-9,"서울특별시 마포구 동교로 262-11, Bau Haus 3층 (연남동)",193367.698199674,451166.02584771,https://place.map.kakao.com/980695910
미로 베이크(Miro Bake),서울특별시 마포구 연남동 228-44,"서울특별시 마포구 동교로 252, 1층 (연남동)",193265.922229221,451122.252891054,https://place.map.kakao.com/50639696
세뇨,서울특별시 마포구 연남동 370-30,"서울특별시 마포구 연남로7길 24, 1층 (연남동)",192771.663883465,451278.209022329,https://place.map.kakao.com/1335282354
메종 브리크(Maison Brique),서울특별시 마포구 연남동 390-28,"서울특별시 마포구 동교로38길 27-19, 1층 101호 (연남동)",193388.640487997,451076.653833242,https://place.map.kakao.com/1525456406
드럼통 숯불구이,서울특별시 마포구 연남동 487-402,"서울특별시 마포구 월드컵북로 50, 1층 (연남동)",192673.716229162,450731.895844709,
오버조이드 연남,서울특별시 마포구 연남동 390-56,"서울특별시 마포구 동교로38안길 21, 지1층 (연남동)",193337.060047065,451112.849388313,https://place.map.kakao.com/1643342289
팜팜발리,서울특별시 마포구 연남동 224-40,"서울특별시 마포구 성미산로 185, 2층 (연남동)",193402.370256563,451234.360169883,https://place.map.kakao.com/1851506414
써클하트스퀘어(Circle Heart Square),서울특별시 마포구 연남동 390-32,"서울특별시 마포구 동교로38길 27-8, 지하1층 102호 (연남동)",193385.066799498,451053.80313477,https://place.map.kakao.com/816820923
우주옥,서울특별시 마포구 연남동 224-6,"서울특별시 마포구 동교로50길 11, 지1층 102, 103호 (연남동)",193461.232053564,451263.122994862,
힉스(HIGGS),서울특별시 마포구 연남동 260-46,"서울특별시 마포구 동교로32길 7, 2층 (연남동)",193281.198442321,450951.348806045,https://place.map.kakao.com/1408122781
하나라멘,서울특별시 마포구 연남동 390-44,"서울특별시 마포구 동교로38길 27-4, 1층 (연남동)",193371.108570627,451043.925684971,https://place.map.kakao.com/1768457906
평화연남,서울특별시 마포구 연남동 228-41,"서울특별시 마포구 동교로 254-1, 1층 (연남동)",193281.970227406,451139.210568977,https://place.map.kakao.com/659181051
연남동 와이탑,서울특별시 마포구 연남동 223-21,"서울특별시 마포구 성미산로 163, 2, 3층 (연남동)",193239.531668532,451405.633101581,https://place.map.kakao.com/1789358878
만담주,서울특별시 마포구 연남동 387-12,"서울특별시 마포구 동교로 262-3, 하늘드리움 지1층 (연남동)",193348.012986526,451192.842372395,https://place.map.kakao.com/553790394
쿄카,서울특별시 마포구 연남동 228-24,"서울특별시 마포구 동교로 262-4, 피아노빌딩 1층 (연남동)",193331.141090313,451183.628133407,
라프 하우스(RAF HOUSE),서울특별시 마포구 연남동 260-56,"서울특별시 마포구 동교로32길 10, 2층 (연남동)",193282.075830279,450930.345792303,
에이콘팬트리(Acorn Pantry),서울특별시 마포구 연남동 228-55,"서울특별시 마포구 동교로38길 7, 1층 (연남동)",193279.62444256,451072.700611991,https://place.map.kakao.com/1235428499
우와 연남점,서울특별시 마포구 연남동 240-3,"서울특별시 마포구 성미산로 161-11, White House 2층 (연남동)",193187.275663597,451433.46260494,https://place.map.kakao.com/1135820976
올랑올랑,서울특별시 마포구 연남동 385-4,"서울특별시 마포구 동교로46길 25, 1층 (연남동)",193407.881523287,451116.914075611,https://place.map.kakao.com/1536991080
초이다이닝,서울특별시 마포구 연남동 260-25,"서울특별시 마포구 동교로36길 3, 지하1층 (연남동)",193266.806522257,451003.543477743,https://place.map.kakao.com/1945045493
복합문화공간 봄날(Spring days),서울특별시 마포구 연남동 482-10,"서울특별시 마포구 성미산로17길 24, 1층 (연남동)",192688.19545601,451155.752957512,https://place.map.kakao.com/1747244534
청화접,서울특별시 마포구 연남동 228-10,"서울특별시 마포구 동교로 268, 지하1층 (연남동)",193362.568699013,451223.445812328,https://place.map.kakao.com/492983434
하울 인 더 바,서울특별시 마포구 연남동 390-30,"서울특별시 마포구 동교로38길 33-15, 1층 (연남동)",193403.990746851,451067.5885236,https://place.map.kakao.com/1239450952
로제드미네,서울특별시 마포구 연남동 227-31,"서울특별시 마포구 성미산로 190-11, 3층 (연남동)",193400.225265953,451139.146640342,https://place.map.kakao.com/403440651
아메리칸 하우스,서울특별시 마포구 연남동 390-24,"서울특별시 마포구 동교로38길 23, 1층 (연남동)",193346.826400704,451064.38982279,https://place.map.kakao.com/2004187752
디벨롭연남,서울특별시 마포구 연남동 390-75,"서울특별시 마포구 동교로38안길 24, 1층 (연남동)",193322.714891219,451099.650782445,https://place.map.kakao.com/97726237
ㅇㄸㄸ (아뜨뜨),서울특별시 마포구 연남동 382-22,"서울특별시 마포구 동교로38길 42-5, 지1층 (연남동)",193355.018731761,450964.276987763,https://place.map.kakao.com/1069624776
녹원쌈밥,서울특별시 마포구 연남동 504-39,"서울특별시 마포구 동교로27길 102, 1층 (연남동)",192833.021443311,451079.087417782,https://place.map.kakao.com/1189909591
콘티키빠(kontikibba),서울특별시 마포구 연남동 373-18,서울특별시 마포구 동교로 227-1 (일부) 지1층 (연남동),193194.407822125,450911.004721459,https://place.map.kakao.com/874075078
니꾸킹 버거(NIKU KING BURGER),서울특별시 마포구 연남동 381-3,"서울특별시 마포구 동교로34길 17, 1층 202호 (연남동)",193329.529485959,450965.846120663,https://place.map.kakao.com/1440836463
토라에몽,서울특별시 마포구 연남동 241-41,"서울특별시 마포구 성미산로29길 40-18, Plan M 1층 (연남동)",193090.516404165,451461.821646371,https://place.map.kakao.com/863902541
솔솥,서울특별시 마포구 연남동 390-42,"서울특별시 마포구 동교로38길 35, 지1층 2호 (연남동)",193373.831475799,451009.247362155,https://place.map.kakao.com/1506623283
물레방아,서울특별시 마포구 연남동 223-14,"서울특별시 마포구 성미산로 161-10, 지층 (연남동)",193205.068086586,451443.228236934,https://place.map.kakao.com/2097603625
씨브이엘 랩(CVL lab),서울특별시 마포구 연남동 373-7,"서울특별시 마포구 동교로 227-13, 4층 (연남동)",193161.950652004,450958.128896871,
566라멘(566RAMEN),서울특별시 마포구 연남동 566-1,"서울특별시 마포구 연남로3길 33, 1층 (연남동)",192940.385478844,450927.11569327,https://place.map.kakao.com/1235914986
플레이팅쿠킹스튜디오,서울특별시 마포구 연남동 244-8,"서울특별시 마포구 성미산로23안길 19, 6층 (연남동)",192942.134605214,451526.086542953,https://place.map.kakao.com/1304089937
백스트리트 피자,서울특별시 마포구 연남동 258-10,"서울특별시 마포구 동교로 245, 4층 (연남동)",193209.887284868,451082.489448432,https://place.map.kakao.com/556349569
연남5701,서울특별시 마포구 연남동 570-1,"서울특별시 마포구 동교로23길 64, 지층 (연남동)",192768.731680864,450702.21268328,https://place.map.kakao.com/1875457428
스윗 사워 솔트,서울특별시 마포구 연남동 561-59,"서울특별시 마포구 연남로5길 19, 1층 101호 (연남동, 세인빌딩)",192950.631528658,451061.94825834,https://place.map.kakao.com/122473224
에브리데이해피벌스데이(Everyday Happy Birthday),서울특별시 마포구 연남동 227-2,"서울특별시 마포구 연희로 33, 3층 (연남동)",193474.45158647,451066.528107642,https://place.map.kakao.com/1815158162
47바(47Bar),서울특별시 마포구 연남동 390-35,"서울특별시 마포구 동교로38길 33, 지빌딩 지층 B1호 (연남동)",193368.700594756,451027.037323466,
그리스마스(Greecemas),서울특별시 마포구 연남동 383-82,"서울특별시 마포구 동교로46길 42-5, 신박사빌딩 지층 101호 (연남동)",193460.395273675,451065.402266682,https://place.map.kakao.com/1204890473
피스케스(Pisces),서울특별시 마포구 연남동 387-8,"서울특별시 마포구 동교로 262-13, 지하1층 (연남동)",193374.408494407,451157.193748146,https://place.map.kakao.com/861049307
오복수산 연남점,서울특별시 마포구 연남동 228-2,"서울특별시 마포구 성미산로 190-4, 1층 (연남동)",193396.312538896,451175.258534614,https://place.map.kakao.com/1879942970
계담다,서울특별시 마포구 연남동 384-8,"서울특별시 마포구 동교로38길 33-20, 1,지1층 (연남동)",193423.416628384,451089.045582977,
현대음률,서울특별시 마포구 연남동 227-22,"서울특별시 마포구 성미산로 194, 대원빌딩 2층 (연남동)",193425.945815189,451161.012483151,https://place.map.kakao.com/1618298881
헤도네,서울특별시 마포구 연남동 223-111,"서울특별시 마포구 성미산로 165-6, 동보빌딩 지층 (연남동)",193280.58439201,451391.545488928,https://place.map.kakao.com/1804575661
고시고시,서울특별시 마포구 연남동 384-7,"서울특별시 마포구 동교로38길 33-21, 지층 (연남동)",193409.613414249,451093.089313789,https://place.map.kakao.com/949160675
우미집 1947,서울특별시 마포구 연남동 240-38,서울특별시 마포구 성미산로 153-9 (연남동),193130.986453505,451386.588562198,https://place.map.kakao.com/1952265707
헤비메탈,서울특별시 마포구 연남동 224-18,"서울특별시 마포구 동교로 282, 1층 (연남동)",193450.339922795,451326.189406923,https://place.map.kakao.com/1972889278
풀뜯는돼지,서울특별시 마포구 연남동 260-46,"서울특별시 마포구 동교로32길 7, 1층 (연남동)",193281.198442321,450951.348806045,https://place.map.kakao.com/29967745
Amare Tutti(아마레뚜띠),서울특별시 마포구 연남동 228-21,"서울특별시 마포구 동교로 264, 4층 (연남동)",193336.869916287,451197.857184181,https://place.map.kakao.com/71708662
청주한식,서울특별시 마포구 연남동 566-60,"서울특별시 마포구 연남로3길 7, 지하1층 101호 (연남동)",193051.198920836,451008.409700801,https://place.map.kakao.com/1464477612
거북이의 꿈,서울특별시 마포구 연남동 387-31,"서울특별시 마포구 성미산로 190-31, 지1층 (연남동)",193377.485573213,451141.70755605,https://place.map.kakao.com/672411314
연남고집,서울특별시 마포구 연남동 228-55,"서울특별시 마포구 동교로38길 7, 지하1층 (연남동)",193279.62444256,451072.700611991,https://place.map.kakao.com/1256711971
꽈페 연남본점,서울특별시 마포구 연남동 387-26,"서울특별시 마포구 동교로46길 20, 1층 (연남동)",193368.678185719,451104.523047212,
루트커피,서울특별시 마포구 연남동 241-86,"서울특별시 마포구 성미산로29안길 27, 1층 (연남동)",193170.380842196,451483.445221433,https://place.map.kakao.com/2009783396
제이드럭,서울특별시 마포구 연남동 260-26,"서울특별시 마포구 동교로 242-4, 송스26 2층 (연남동)",193267.653619888,451015.383922949,
비공간,서울특별시 마포구 연남동 454-7,"서울특별시 마포구 성미산로27길 69, 1층 (연남동)",192875.654187487,451563.902242059,https://place.map.kakao.com/1749364933
아노브 연남,서울특별시 마포구 연남동 229-67,"서울특별시 마포구 동교로 267, 2층 (연남동)",193338.529048776,451250.959894973,https://place.map.kakao.com/1485788869
살롱드민,서울특별시 마포구 연남동 228-42,"서울특별시 마포구 동교로 254, 2층 (연남동)",193273.046526461,451131.648369626,https://place.map.kakao.com/362109683
테판 클럽,서울특별시 마포구 연남동 259-16,"서울특별시 마포구 동교로 243, 3층 (연남동)",193227.15380595,451049.724992389,https://place.map.kakao.com/815116318
마인드엔터(Mind enter),서울특별시 마포구 연남동 487-23,"서울특별시 마포구 성미산로17길 109, 1층 (연남동)",192591.455431435,451560.414728016,https://place.map.kakao.com/118519457
요즘,서울특별시 마포구 연남동 260-47,"서울특별시 마포구 동교로32길 5, 3층 (연남동)",193272.781796829,450952.297635963,https://place.map.kakao.com/317308255
하이하우스(High House),서울특별시 마포구 연남동 223-14,"서울특별시 마포구 성미산로 161-10, 2층 (연남동)",193205.068086586,451443.228236934,https://place.map.kakao.com/1560700984
오이소순대국,서울특별시 마포구 연남동 487-24,"서울특별시 마포구 성미산로17길 105, 1층 (연남동)",192594.702416016,451538.163832114,https://place.map.kakao.com/1208782178
감나무집(1층),서울특별시 마포구 연남동 515-19,"서울특별시 마포구 연남로 25, 1층 (연남동)",193034.307507101,451069.237757647,https://place.map.kakao.com/1609933994
안주먹고 팔자피자,서울특별시 마포구 연남동 564-37,"서울특별시 마포구 연남로1길 88, 1층 일부호 (연남동)",192748.176543585,450724.712541315,
꼬요식당,서울특별시 마포구 연남동 225-13,"서울특별시 마포구 동교로 275-1, 1층 (연남동)",193406.137549899,451320.989901294,https://place.map.kakao.com/1224651520
제이앤제이슨R,서울특별시 마포구 연남동 229-51,"서울특별시 마포구 동교로 255-1, 지층 (연남동)",193262.250471771,451174.119567984,https://place.map.kakao.com/1748568983
종로계림닭도리탕원조(연남점),서울특별시 마포구 연남동 390-35,"서울특별시 마포구 동교로38길 33, 지빌딩 1층 102호 (연남동)",193368.700594756,451027.037323466,https://place.map.kakao.com/1437027027
해피치즈스마일 연남점,서울특별시 마포구 연남동 228-59,"서울특별시 마포구 동교로 244-1, 2층 (연남동)",193259.030056743,451056.164047241,https://place.map.kakao.com/661872026
스테이키스트(STEAKIST),서울특별시 마포구 연남동 240-53,"서울특별시 마포구 성미산로29길 14, 1층 101호 (연남동)",193096.771220147,451387.814416524,
카페 잼잼,서울특별시 마포구 연남동 241-31,"서울특별시 마포구 성미산로29길 24, 지하1층 (연남동)",193073.813060016,451422.729176875,
월량관,서울특별시 마포구 연남동 387-45,"서울특별시 마포구 동교로46길 10, 1층 (연남동)",193329.339753676,451143.330022664,https://place.map.kakao.com/654119520
제스티살룬 연남,서울특별시 마포구 연남동 383-93,"서울특별시 마포구 연희로 31, 연남빌딩 지층 (연남동)",193466.995002569,451049.899622371,https://place.map.kakao.com/940180095
연남동 오뎅파는집,서울특별시 마포구 연남동 260-47,"서울특별시 마포구 동교로32길 5, 2층 (연남동)",193272.781796829,450952.297635963,
제로밥상 설탕없이 완벽한한끼 연남점,서울특별시 마포구 연남동 387-18,"서울특별시 마포구 동교로46길 9, 1층 (연남동)",193344.151452578,451152.135970208,https://place.map.kakao.com/1787509752
연남뎅,서울특별시 마포구 연남동 241-17,"서울특별시 마포구 성미산로29안길 19-5, 지1층 (연남동)",193142.356242004,451459.601281219,https://place.map.kakao.com/26469821
포도알(PoDoR),서울특별시 마포구 연남동 228-7,"서울특별시 마포구 동교로 266-7, 지1층 (연남동)",193375.265102474,451202.616037317,https://place.map.kakao.com/1689806443
책크인,서울특별시 마포구 연남동 241-80,"서울특별시 마포구 성미산로29안길 29, 2층 202호 (연남동)",193172.273610871,451495.963862654,https://place.map.kakao.com/1541930402
해브(HAVE),서울특별시 마포구 연남동 383-72,"서울특별시 마포구 연희로1길 55, 1층 (연남동)",193414.769585785,451006.573145838,https://place.map.kakao.com/1707839290
바다약방,서울특별시 마포구 연남동 228-3,"서울특별시 마포구 동교로 266-11, 1층 102호 (연남동)",193389.662511273,451184.915678151,https://place.map.kakao.com/1611183600
퍼펙트데이즈(Perfect Days),서울특별시 마포구 연남동 383-91,"서울특별시 마포구 동교로46길 42-9, 1층 101호 (연남동)",193453.143769224,451055.970235934,https://place.map.kakao.com/1533761946
홍정기참치,서울특별시 마포구 연남동 568-21,"서울특별시 마포구 동교로27길 47, 제이드빌(Jade) 2층 (연남동)",192974.880899525,450846.563447628,https://place.map.kakao.com/475566784
핑퐁 서울,서울특별시 마포구 연남동 224-18,"서울특별시 마포구 동교로 282, 2층 (연남동)",193450.339922795,451326.189406923,https://place.map.kakao.com/1307961934
감나무집,서울특별시 마포구 연남동 515-19,"서울특별시 마포구 연남로 25, 지1층 (연남동)",193034.307507101,451069.237757647,https://place.map.kakao.com/1609933994
연주방,서울특별시 마포구 연남동 387-19,"서울특별시 마포구 동교로46길 7, 지1층 (연남동)",193335.87044678,451163.924347947,https://place.map.kakao.com/44763750
가원 연남점,서울특별시 마포구 연남동 373-18,"서울특별시 마포구 동교로 227-1, 1,2층 (연남동)",193194.407822125,450911.004721459,https://place.map.kakao.com/189307455
바결,서울특별시 마포구 연남동 381-3번지,"서울특별시 마포구 동교로34길 17, 지 층 102호 (연남동)",193329.529485959,450965.846120663,https://place.map.kakao.com/32036120
수퍼바켙(SUPER BARKET),서울특별시 마포구 연남동 373-10번지,"서울특별시 마포구 동교로 227-11, 지하1층 (연남동)",193170.937364424,450947.887344165,https://place.map.kakao.com/1462821600
리리코,서울특별시 마포구 연남동 228-3번지,"서울특별시 마포구 동교로 266-11, 1층 101호 (연남동)",193389.662511273,451184.915678151,https://place.map.kakao.com/1511975229
그믐족발,서울특별시 마포구 연남동 387-45,"서울특별시 마포구 동교로46길 10, 지1층 B102호 (연남동)",193329.339753676,451143.330022664,
심플리타이 연남점,서울특별시 마포구 연남동 228-47,"서울특별시 마포구 동교로 248-2, 1층 (연남동)",193262.437678772,451096.674548632,https://place.map.kakao.com/1370230665
아카사니,서울특별시 마포구 연남동 224-23,"서울특별시 마포구 동교로 278, 1층 (연남동)",193431.454952175,451304.295473096,https://place.map.kakao.com/572626332
열정타코,서울특별시 마포구 연남동 241-52번지,"서울특별시 마포구 성미산로29길 42, 1층 (연남동)",193030.730209556,451494.579667183,https://place.map.kakao.com/1711932218
카마카츠,서울특별시 마포구 연남동 387-15,"서울특별시 마포구 동교로 262-10, 1층 (연남동)",193354.6593768,451158.374077137,https://place.map.kakao.com/938453312
바르(varr),서울특별시 마포구 연남동 224-12번지,"서울특별시 마포구 동교로50길 7, 서빈빌딩 지하1층 (연남동)",193445.44398489,451284.091581878,https://place.map.kakao.com/1935283558
연남 광안리,서울특별시 마포구 연남동 228-28,"서울특별시 마포구 동교로 258-1, 1층 (연남동)",193307.19537157,451168.108128798,https://place.map.kakao.com/1249990018
삼육 식당,서울특별시 마포구 연남동 573,"서울특별시 마포구 연남로 42, 코오롱하늘채아파트 비동 1층 114호 (연남동)",192899.605749281,451360.660991625,https://place.map.kakao.com/1794699905
두루미,서울특별시 마포구 연남동 454-15번지,"서울특별시 마포구 동교로51길 129-10, 1층 (연남동)",192877.952236015,451543.445971531,https://place.map.kakao.com/1519745263
연주방 어페어,서울특별시 마포구 연남동 387-39,"서울특별시 마포구 동교로46길 13, 지1층 (연남동)",193360.230567228,451126.054342179,https://place.map.kakao.com/1655459944
미르,서울특별시 마포구 연남동 241-26번지,"서울특별시 마포구 성미산로29안길 7, 지하1층 B02호 (연남동)",193098.888683469,451426.04609583,https://place.map.kakao.com/403634119
송가네감자탕,서울특별시 마포구 연남동 258-10,"서울특별시 마포구 동교로 245, 지1, 1층,2층 (연남동)",193209.887284868,451082.489448432,
