별점,리뷰내용,작성자,작성자 프로필 링크,시간,사업장명
4,좋은 곳,Tosta Tosta,https://www.google.com/maps/contrib/107657936144508063671/reviews,1년 전,누구나홀딱반한닭연남점
5,,조주영,https://www.google.com/maps/contrib/101872606623975586355/reviews,1년 전,누구나홀딱반한닭연남점
4,"요즘 젊은이들이 많이 가는 곳인가봐요 ㅎㅎ
소곱창치고 가성비가 좋은 편이에요~
젊은이 외국인 유튜버 많이 오는 것 같아요~
좋은 경험이었어요 ㅎㅎㅎ
일요일 늦은 저녁 웨이팅 조금 했어요~",Hana Choi,https://www.google.com/maps/contrib/105267389445070886478/reviews,11달 전,대승곱창
5,"서울 홍대 연남동에 위치한 ""대승곱창 홍대점 대승 소시지 홍대""에서 먹은 이 식사는 이번 여행에서 가장 잊지 못할 맛집 중 하나입니다. 호텔에서 그리 멀지는 않은데 위치가 매우 소박합니다. 좌석은 많지 않지만 장사가 매우 잘되고 가격도 저렴하고 재료도 저렴해서 정통 한국 야식을 먹고 싶어서 더 먹고 싶네요!
내용 자체는 아주 간단합니다. 곱창구이 위주로 곁들여지는 냄비반찬도 너무 만족스럽습니다~^O^ #대승곱창 홍대점 대승소장구이 홍대점?대한민국 서울에서 인기있는 야식 #서울음식 #홍대음식",Wisely Lin,https://www.google.com/maps/contrib/105066560920210586705/reviews,2달 전,대승곱창
4,냠!! 그러나 일부는 끝 부분에 약간 기름기가 있지만 제 생각에는 여전히 시도해야 합니다.,Bubu,https://www.google.com/maps/contrib/109400175312589698403/reviews,2주 전,대승곱창
4,"음식은 맛있었어요.
근데 주방에 비해 직원이 많아서 정신없고
다찌석이라 바로 손님들 있는데 사장님이신지 주방장님이신지 남자 알바생 너무 계속 혼내셔서 조금 불편했습니다.
새로 들어 온 거 같은데 배우는 입장에서 칼쓰고 불쓰는 곳이니 주의하고 어느정도 혼나면서 배우는 건 맞다고 생각하는데 앞에서 밥 먹는동안 너무 불편했어요 :-(",박현지,https://www.google.com/maps/contrib/106494123390434219852/reviews,1년 전,온정
5,"점심 먹으러 왔습니다.
가라아게동으로 주문, 겉은 바삭하고 닭고기는 부드러웠습니다. 가슴살이 아닌것 같습니다.
가격은 11,500원 입니다.
양이 많습니다. 콜라는 꼭 시켜야 될 것 같습니다.",JS S,https://www.google.com/maps/contrib/104092998041672386397/reviews,1년 전,온정
5,전체적으로 다 맛있습니다. 따로 설명이 필요 없을것깉아요. 회도 맛있었고 튀김도 정말 맛있었습니다. 매장이 좁아서 3인이상 이용객은 웨이팅이 좀 길수도 있어요. 적극 추천드립니다,CUSMIER DY,https://www.google.com/maps/contrib/113270390504839093681/reviews,2년 전,온정
5,"회가 하나도 비리지 않고 무척 맛있는 카이센동을 먹을 수 있는 곳입니다
회 품질도 좋지만 종류도 여러가지라 골라먹는 재미가 있더군요.
양이 좀 적은 게 아쉽지만 만족한 곳입니다.
특사이즈가 추가되면 좋겠더군요.",JS Park,https://www.google.com/maps/contrib/109271758464128230643/reviews,3년 전,온정
5,"한 번 다녀온덴 웬만하면 잘 안가는 타입인데, 너무 맛있고 좋았어서 또 다녀온 다음에 남겨요.
줄서서 먹게될까봐 혼자만 간직하고 싶지만... 넘 맛있어서 남겨요 ㅠㅠ 쓰는 동안에도 또먹고싶넴...
사케동 카이센동 이 대표메뉴지만 튀김메뉴도 맛있었어요. 다음엔 부타동이나 가츠동 에비동 도 먹으러 가볼래요~~~!!!
시킨 메뉴만으로도 충분히 맛있고 양도 많은데, 늘 서비스도 챙겨주셔서 또 좋았어요 ㅠㅠ(꼴뚜기 회, 귤, 초밥 ㅠㅠ다좋았어요!!!)
꾸준히 사랑받으셔서 많은곳이 자주 없어지고 사라지는 연남동에서 오래 남아있는 맛집이길!!!! 잘먹고갑니다:)",jjeong2,https://www.google.com/maps/contrib/108982283982002799441/reviews,5년 전,온정
1,"인테리어는 예쁜데
심각하게 맛이 없어요..
빵에서 생선비릿내가 났고.
봉지는 찢겨있어서..
왜 썼던 봉지에 담아주나 했습니다.
인테리어만 보면 또오고 싶지만
너무 맛없어요",Aurelia,https://www.google.com/maps/contrib/101529828067304084667/reviews,4년 전,그랜드마마
5,"음식이 개성있고 너무 맛있었어요!
수비드한 돼지 안심 cold plate가 인상적이었습니다 ㅎㅎ 파스타랑 피조개 세비체도 넘 좋았어요
그리고 와인 설명두 엄청 자세하게 해주셔서 좋았습니다!",Teddy,https://www.google.com/maps/contrib/114773598643305392334/reviews,2주 전,잔상
5,친절한 사장님. 맛있는 음식. 훌륭한 와인. 합리적인 가격  연남동에서 여기 안가면 후회합니다.,오일머니,https://www.google.com/maps/contrib/114600760120347185507/reviews,3년 전,잔상
4,"깔끔하고 괜찮은 곳.
와인 지식이 상당해서 추천받기 좋다.",S.W. SONG,https://www.google.com/maps/contrib/115563695420745477453/reviews,3년 전,잔상
5,"사장님이 와인 추천 설명 및 메뉴 설명을 잘해주시네요
와인과 음식의 페어링 좋았어요",윤지연 (다크륜지),https://www.google.com/maps/contrib/117036123328050408188/reviews,3년 전,잔상
5,음식 다 맛있고 너무 친절해요??,윤두두 (두두),https://www.google.com/maps/contrib/112532682749251956313/reviews,1년 전,잔상
5,"*누아즈 바니 / 8.8 : 타히티 바닐라 무스, 카라멜 크림, 바닐라 크렘브륄레, 헤이즐넛 크루스티엉
-구성은 위로부터 바닐라무스, 바닐라 크림브륄레, 카라멜크림, 아몬드 비스퀴, 헤이즐넛 크루스티엉
-하단부의 크루스티엉이 상당히 단단하다
-글라사주 처리된 바닐라 무스가 반짝반짝한 구름같다.
-전체적으로 크게 달지 않다.
-캐러맬은 보통 강렬한 단맛을 내지만, 누아즈 바니의 캐러맬은 단맛을 절제한 느낌. 대신 독특한 식감이 특징이다.
-모든 레이어를 한번에 먹으라고 조언해주는데, 이유를 알 것 같다. 바닐라 무스의 질감과 비스퀴의 쫀득함, 단단한 크루스티엉이 잘 어울린다.
-산토리니 느낌의 하늘을 이미지한 듯한 가게 분위기와 갸또의 디자인이 좋다.",Alan Sokal,https://www.google.com/maps/contrib/105421275604537136354/reviews,2년 전,르누아즈
5,시즌메뉴 디저트도 있고 취향저격인 디저트들이 정말 많이 있고 맛있어요,Jinhee Park,https://www.google.com/maps/contrib/118210589135916030599/reviews,2년 전,르누아즈
5,생토노레랑 스콘이 진짜 너무 맛있어요!!,TheSandartist,https://www.google.com/maps/contrib/113472547811645671423/reviews,2년 전,르누아즈
5,"아주 좋은 커피와 패스트리, 서울에서 커피를 꼭 가봐야 합니다. 저는 로터스 커피를 좋아했습니다",Ivan Marmolejo Lopez,https://www.google.com/maps/contrib/116605078378416308209/reviews,1달 전,르누아즈
5,내가 맛본 로투스 커피 중 최고,Jose Rojas Rodriguez,https://www.google.com/maps/contrib/102295906587356527090/reviews,1달 전,르누아즈
5,"한국의 몇 없는 야키토리 찐맛집
맛,분위기,서비스 모두 완벽합니다.
연남동 가면 꼭 들리는 곳",Eunhye Kim,https://www.google.com/maps/contrib/115789063828763903337/reviews,2달 전,장작새
5,"토종닭을 사용하는 꼬치집입니다.

토종닭이라 일반 치킨과 달리 살이 탄탄하고 쫄깃쫄깃해요.

정말 맛있어요.

한국에 오면 꼭 가봐야 할 곳이에요.

마치 일본 여행을 하고 있는 듯한 기분이 들었습니다.

방문하셔서 좋은 추억 만드시기 바랍니다.",강규현,https://www.google.com/maps/contrib/111432361243523280659/reviews,2달 전,장작새
5,"이 곳은 차세대 야키토리입니다. 일반적인 꼬치집보다는 치킨 오마카세에 더 가깝습니다. 주인장이 솜씨 좋게 숯불에 모든 것을 굽고, 풍미가 가득한 다양한 부위를 제공합니다. 향신료와 맛은 이 세상의 것이 아닙니다. 소유자는 매우 지식이 풍부하고 동정심이 많습니다. 훌륭한 음료 선택.",Antonius Erdheimus,https://www.google.com/maps/contrib/108027344091594372358/reviews,2달 전,장작새
5,"역시 본점은 다른가요 ㅎㅎ 곱창 양도 푸짐하고 양념도 중독적으로 넘 맛있고!! 참치마요주먹밥, 계란찜과 조합이 넘 좋네요♥? 오픈키친인데 주방도 위생적이어서 더욱 만족스러웠어요!",정채린,https://www.google.com/maps/contrib/109788824493228440620/reviews,4달 전,곱깨비 연남본점
5,"매장 깔끔하고 음식이 다 조리되어 나와 먹기 편했어요. 치즈곱창 먹었는데 잡내 전혀 안 나고 깔끔하더라구요. 양념이 매운데 맛있고, 감칠맛이 대단해서 자꾸만 손이 가는 음식이었습니다. 주먹밥이랑 잘 어울려요. 넙적 당면이랑 떡사리도 들음",seolli 2,https://www.google.com/maps/contrib/100106125571745521728/reviews,5달 전,곱깨비 연남본점
5,깔끔하게 볶아져나오는 곱창볶음이라 옷에 냄새가 배지 않으면서도 불향나게 볶아져서 맛있고 소주랑 먹기도 좋았습니다. 깔끔해서 데이트맛집으로도 좋을듯요,여행고양이무카,https://www.google.com/maps/contrib/112812803313777346310/reviews,5달 전,곱깨비 연남본점
5,"곱깨비 곱창 맛있어요.
당면이랑 떡, 채소들도 골고루 들어 있어서
식감도 좋았구요.
가장 매운맛으로 시켰는데 적당한 매콤함이라
주먹밥이랑 같이 먹으니 딱 좋더라구요.
겨울엔 오뎅탕 ㅋㅋ
곱깨비의 오뎅탕은 모듬어묵이라 퀄 좋습니다.",태여니태유리,https://www.google.com/maps/contrib/117011675558422023904/reviews,5달 전,곱깨비 연남본점
5,치즈도 맛있고 야채도 신선한 채소를 갓 볶아내서 뭉개지는 식감이 아니라 아삭하게 씹히는 식감이 맛있었어요! 엄청 특별한 맛은 아니지만 좋은 재료로 깔끔하게 볶아내서 기본 이상을 끌어내는 맛집입니다! 내부도 조용하고 분위기 괜찮아서 가볍게 한 잔 하고 싶을 때 들르기 좋을듯!,오푸름,https://www.google.com/maps/contrib/110041595801703807648/reviews,5달 전,곱깨비 연남본점
5,"연남동 동진시장 근처 건물 3층에 위치했습니다. 미리 알고 찾아가지 않고서는 우연히 들르기에는 힘든 위치입니다. 그만큼 접근성이 떨어지지만 아는사람만 찾는다는 장점이 있습니다. 평일 저녁 7시에 갔는데 만석이었어요. 예약을 하고 가는게 좋을것 같습니다.

일식을 기반으로 하는 점심 저녁 코스요리와 오마카세요리들이 주요메뉴이고 음식과 페어링되는 각종 위스키와 증류주 라인업이 다양합니다. 위스키를 제외한 기타 술들 (데낄라 보드카 진 럼 맥주 등)은 주종별로 가장 맛있는 몇가지만 콤팩트하게 큐레이팅 되어 있습니다. 데낄라 라인업으로 돈훌리오와 올메카가 있다는데서 술내공을 확실히 느낄 수 있었습니다.

저녁에 간단히 술 한잔에 가볍게 먹으려고 간거여서 코스로 먹지는 않았고 맥주, 위스키에 곁들일만한 안주를 알아서 페어링 해 달라고 요청했습니다. 이네딧 담 맥주와 라프로익 쿼터 캐스크 온더락을 먹고 있었고 안주는 소고기타다끼와 도미회가 나왔습니다. 소고기 타다끼는 곁들인 샐러드와 트러플 아이올리 소스가 너무 맛있네요. 도미는 감태와 함께 다대기가 같이 나왔는데 그게 아주 맛있었어요. 코스요리가 아니라 술을 주로 먹는 사람들을 위해 안주는 타파스 형태로 작게 나오는데 그게 마음에 듭니다. 술파를 위한 배려:) 가격도 합리적입니다.

창가석 하나를 제외하면 다 바 자리고 만석일 떄 10명 남짓인 작은 가게입니다. 손님 한명한명 신경쓴다는 느낌이 강하고 바텐더분께서 아주 설명을 잘 해 주십니다. 술 이야기 들으면서 마시는 술이 제일 맛있는 법이죠~

첫 경험이 좋아서 다음번에 다른 술과 안주의 페어링도 즐기고 싶고 기회가 된다면 코스요리도 먹어보고 싶네요!

술 좋아하시는 분들은 연남동 작은 아지트로 삼기 좋습니다.",미소녀천재,https://www.google.com/maps/contrib/102455295934134715215/reviews,4년 전,톨테일
5,"한남동에서 가장 유명한 바텐더 경력의 사장님이 운영하심.
일단 칵테일 맛이 쥑임. 특히 시그니처 메뉴 인 오션피즈 드셔 보시길.
연남동에서 가장 분위기도 죽이고!
사장님 친절하시구.
저녁6시 오픈.  주변 공영주차장 이용.",Toykim,https://www.google.com/maps/contrib/118046056740389241240/reviews,3년 전,톨테일
5,"오마카세 코스가 웬만한 호텔 다이닝 코스 느낌. 맛본적 없는 다양한 국적의 음식들을 맛볼 수 있고, 칵테일도 정말 맛있는 곳",Travelerswaltz,https://www.google.com/maps/contrib/112459961957539231450/reviews,3년 전,톨테일
5,"요리도 깔끔하고 칵테일이 단맛을 배제하고 비싼술을 아끼지 않아 좋았다. 굉장히 종류도 다양하게 갖추시고 있음. 타파스들이 좋아 술만 먹기도 좋고.

코스요리는 구성이 좋고 내가 대식가인데 배가 엄청 부름. 다 먹는데 두시간은 걸림.. 가격도 합리적이었다. 무엇보다 분위기가 좋다. 내돈주고 사먹은거임.",Mei Park,https://www.google.com/maps/contrib/116042548291685935820/reviews,4년 전,톨테일
5,"칵테일도 정말 잘하시고, 희귀한 싱글몰트도 구비되어있어서 같이간사람들모두 만족하고 마셨습니다. 또올게요 사장님",최강운,https://www.google.com/maps/contrib/115732282883699193529/reviews,2년 전,톨테일
3,망고빙수는 그런데로 시원하게 먹을만 하지만 가게는 작아서 그런지 조금 답답하고 시끄럽고 어수선한 분위기로 느껴집니다.,food_dairy bang,https://www.google.com/maps/contrib/106780990291316389153/reviews,10달 전,호안끼엠
5,너무 더워서 카페 찾다가 여기 옴! 근대 대박 시원ㅜㅜ 에어컨 직빵.. 빙수 개 맛있음ㅇㄴㅇㄴㄷㄱㅇㅋㅋ 망고 빙수도 담에 먹어볼거임!,건스리,https://www.google.com/maps/contrib/101770664699795051041/reviews,1년 전,호안끼엠
5,지나가다 왔는디~ 좋은 카페 발견! 사장님도 젠틀하심ㅋㅋㅋ 날씨 좋아서 야외에서 봄바람 맞으면서 커피 한쟌,H J,https://www.google.com/maps/contrib/117307719669327752547/reviews,2년 전,호안끼엠
4,망고빙수가 있는 귀여운 카페. 안에 들어있는 바삭바삭한 콘플레이크를 즐겨보세요. 얼음은 푹신하고 부드러웠다. Google 리뷰가 포함된 무료 쿠키,Jennifer C,https://www.google.com/maps/contrib/104418657665059452409/reviews,6달 전,호안끼엠
5,망고빙수 폭탄 폭탄을 얻었습니다! 보이는 것만큼 맛도 좋아요 ???↕???,Vivian Hoang,https://www.google.com/maps/contrib/102589877453639685813/reviews,1달 전,호안끼엠
5,"이에케라멘을 일본 가지 않고도 맛있게 먹을 수 있는 곳.

이에케는 B급 구루메의 상징과도 같은 라멘이다.
그 맥락에 넘 충실해서 맛있게 먹었다. 매장도 꽤나 청결하게 유지되는 거 같아 좋았다.

자극적이고 배부르게 한끼 먹고 싶을 때 가기 좋은 곳.

다 먹을 때 까지 뜨끈한 국물도 너무 좋다.
라멘도 맛있고 제공되는 밥과 곁들여 먹을 수 있는 6가지 고명도 다양해서 좋다. 밥 한 공기 퍼서 다진양파, 마늘절임 올리고 마요 듬뿍 뿌려서 먹으니 맛있다.

기호에 맞게 김치나, 초생강, 오이절임, 참깨, 다진마늘등으로 맛에 변화를 줄 수 있는 점도 좋다.

간장의 양, 면 삶기 정도, 기름진 정도를 선택할 수 있다.
가격은 동일하다.

보통으로 주문해도 역시 꽤 짜고 강한 본토의 맛을 제대로 구현했으니 짠 거 싫어하는 사람은 굳이 먹지 말기를.
반대로 궁금한 사람은 보통으로 입문해보기.

중독성되면 큰일나는 라멘 중 하나이니 조심 ㅋㅋ",또보띠보(TOBOTIBO),https://www.google.com/maps/contrib/106896385818554429274/reviews,1달 전,하쿠텐(白天)
4,"추천 받아서 간 라멘 집인데 맛있었습니다.
매운 이에케로 먹었는데 너무 맵지도 않고 좋았어요 라멘 특성상 맵다기보단 칼칼?
진한 라멘이 먹고 싶었는데 만족스러웠습니다.
이에케는 많이 안먹어봤는데 먹어본 이에케 라멘 중에서는 최고였습니다.
웨이팅이 있는 매장이라 가시기 전에 원격으로 캐치테이블 예약 하시고 가는걸 추천드려요!
셀프 코너에 있는 밥과 마늘 양파 마요네즈를 이용해서 마늘 밥을 만들어 드시는걸 꼭 추천 드립니다!
저는 면삶기나 염도 등 다 기본으로 먹었는데 제 입맛에는 기본 염도는 조금 짠편이었어요!
그래도 정말 맛있게 먹었습니다!
앗 그리고 챠슈가 정말 맛있어요!!! 챠수 좋아하시는 분이라면 추가 권장드려요~",도파민다,https://www.google.com/maps/contrib/107653503595421121052/reviews,1달 전,하쿠텐(白天)
5,"간장의양, 면의 삶기, 기름의양을 키오스크 주문시에 먼저 선택할 수 있어 좋았습니다. 눅진한 국물이어서 간을 보통으로 했는데도 저한테는 약간 짜게느껴져 다음엔 싱거움으로 하려구요, 라멘 먹다가 앞에있는 식초를 살짝 추가하니 감칠맛도 더해지고 다른 맛으로 즐길 수 있었습니다. 라멘도 맛있었지만 가라아게와 생맥도 정말 맛있으니 꼭 드시길 추천합니다 :)",hyeji cho,https://www.google.com/maps/contrib/101368898099560248175/reviews,3달 전,하쿠텐(白天)
4,"우리나라 탑이라는 곳에서 이에케맨 입문 해봤다.
빨간날에 웨이팅이 상당하기때문에 오픈런아니면 답이 없다.
캐치테이블은 11시반인가 오픈인데 현장접수는 그전에 오픈이라 될 수 있으면 미리 가서 대기 걸어놓고 볼일 보고 오는게 좋다.
11시반부터 순차적으로 입장시키는데 이때 주문표를 같이 줘야해서, 주문도 입장전 미리 해놓아야 한다.
이에케멘, 옵션 모두 보통으로 했다.
짜다는 얘기가 많았는데, 확실히 짭쪼름한 느낌이었는데,
내 입에는 심하진 않았다. 그보다 셀프로 먹는 마늘밥에 마늘을 너무 많이 넣으면 정말 심각하게 짜진다. 마늘밥,추가한 가라게,라멘 이렇게 세가지를 같이 먹는게 전부 짠짠짠이라 조합자체가 더 짜게 만드는 것 같다. 국물 맛은 뭔가 진한 돈코츠에 간장탄 맛이랄까, 그런 느낌. 마요밥에는 마늘을 안풀고 국물에다가 기호에 따라 마늘을 추가해서 먹는게 나을 것 같다. 가라게는 여타 다른 제품쓰는곳과는 다르게 맛있었다. 세가지 조합이 모두 짜기때문에 국물은 싱겁게로 골라도 될 것 같고, 매운맛도 기대되는 느낌. 개인적으로 완벽하게 내 취향은 아니었는데 확실히 이 매니아층이 있겠다 싶은 그런 맛이었다.",SGB,https://www.google.com/maps/contrib/108170118281725098538/reviews,3달 전,하쿠텐(白天)
4,"반지하 구조로 있는 라멘 가게입니다. 이에케 국물이 이에케임을 고려해도 진하고, 기름진 편이었던 것 같습니다. 많이 기름지다보니 감칠맛과 농후함을 아주 끌어올린 대신에 조금 물리는 느낌이 있었습니다. 김은 맛있었고, 시금치는 그저 그랬습니다. 차슈는 훈연을 한 것 같았는데 스모키한 향이 잘 났고, 얇지만 씹는 맛이 있었습니다. 밥도 공짜로 제공되었고, 마늘절임에 곁들여 먹을 수 있었습니다. 마늘절임은 공지한 대로 짠 편이었지만, 마늘 향이 진하게 나서 좋았습니다.",ㅇㅇ,https://www.google.com/maps/contrib/104924048588145092090/reviews,1달 전,하쿠텐(白天)
5,"#연남 #서점투어 ㅡ #서점 #책방곱셈

오픈 준비하고 바로 코로나 와서 #오픈을 제대로
못했다고 하네요 ^^;
그래서 짧은 시간이라도 문을 여신다고 ~

#연남서점투어
#공간이예쁘고 #책 부터 #미디어시설도 있고
디자인 감각이 뛰어간 공간 & 서점",비단,https://www.google.com/maps/contrib/108374001758965383710/reviews,4년 전,책방곱셈
4,"중앙에 뮤직비디오를 볼 수 있는 빔 프로젝터가 있고, 가볍게 읽을 수 있는 책들이 있는 카페. 개인적으로 아주 느낌 좋은 카페였음.",음식과술,https://www.google.com/maps/contrib/109066166947103454725/reviews,3년 전,책방곱셈
5,톡립서점들보다 책이 다양합니다.책은 마음대로 읽을수  있는 책도 있고 구매하는 책들도 있어요.커피맛있고 음악도 좋아요.ㅋ,HUJU JEONG,https://www.google.com/maps/contrib/118404277937653046569/reviews,4년 전,책방곱셈
4,조용하고 책 많고 분위기 좋다.,김수명,https://www.google.com/maps/contrib/108717903975482027309/reviews,3년 전,책방곱셈
5,,박기범,https://www.google.com/maps/contrib/109462893767260421586/reviews,3년 전,책방곱셈
4,"아늑하고 조용해서 서로 얘기하기도 편하고 따뜻하게 연말모임 하기 좋았어요. 시그니처 피자는 고르곤졸라 같은 느낌의 피자인거 같은데 꿀이 좀 독특한 맛이 나더라구요. 꿀향이 강해 피자맛을 좀 해치는거 같다는 생각이  개인적으로 들었어요. 그래도 브루스게타랑 치킨 가라아게는 특별한 맛은 아니지만 실패없이 무난하게 시키기 좋은 메뉴인거 같아요. 여긴 주문하면 10분 이내로 음식이 빨리 나오고 직원분들이랑 소통이 잘 되는 점이 너무 좋았어요.
그리고 여긴 맥주 맛집인거 같아요. 리프만 프루트제 맥주는 베리향이 나면서 달달해 여자라면 거의다 좋아할거 같아요. 이름이 기억은 안나지만 다른 맥주도 맛있었어요.",Kyte,https://www.google.com/maps/contrib/101620119197966860836/reviews,5년 전,장농속
5,"카차프리, 가라아게, 미트볼, 라코타치즈 샐러드랑 맥주는 페일에일, 모카 스타우트, 리프만 프루티제 먹음. 여기서 페퍼로니 피자도 먹어봤는데 개인적으로 피자 맛집이라 생각함. 카차프리랑 페퍼로니 가장 추천. 나머지 메뉴는 그냥 무난하고 가볍게 먹기 좋음. 맥주는 본인이 마신 리프만 프루티제만 기억 나는데 여성분들이 부담 없이 마시기 좋음. 맛있었음 도수도 적고!",주힌,https://www.google.com/maps/contrib/106165611523843252375/reviews,4년 전,장농속
5,아쉬운 데이트를 끝내기 전 더 같이있고 싶어서 걷다가 꽤 괜찮아 보이는 술집을 발견해서 무작정 들어가게 된 장농속. 왜 장농속인가 했는데 딱 우리가 앉게 된 자리가 장농속 같은 느낌의 단 둘이 앉을 수 있는 자리였다. 오픈 된 다른 자리들과 달리 좀 더 조용하고 서로에게 집중 할 수있는 자리였다. 배가 이미 불렀지만 아이피에이와 스타우트 그리고 감자튀김을 주문했다. 이전에 한창 수제맥주에 빠져 직접 일도해보고 다양한 곳을 다니며 먹기도 했는데 이곳의 특징은 아이피에이의 홉의 향이 과하지 않고 은은했으며 스타우트의 초코향이 진하지 않고 부드러웟다. 특징을 부각시키지 않고 그 맥주들의 특징을 조화롭게 만든 맥주같은 느낌이었다. 이곳 개인적으로 마음에 꼭 든 술집이다. 다음에는 더 다양한 술들을 마셔보고 싶다. 재방문율 333%,김리버,https://www.google.com/maps/contrib/107295076679713739422/reviews,1년 전,장농속
4,"분위기 좋았던 술집. 메뉴는 인기많았던 피자를 주문하였고, 간단하게 칩스를 시킴 칩스는 가격대비 양이 너무 적었다ㅠㅠ 그래도 친구들과 담소나누기 좋았음",Ann Lee,https://www.google.com/maps/contrib/114314323000797491646/reviews,1년 전,장농속
4,"소개팅이나 데이트하기 좋을 만한 분위기 있는 와인/맥주집입니다. 사진에서 보시는것처럼 제가 앉은 자리가 무슨 옷장같은곳에 들어가서 기분이 묘하긴 했는데 이런 자리는한군데밖에 없고 테라스자리가 제일 좋아보였습니다. 내부 홀 분위기는 어두컴컴해서 좋긴한데 약간 소리가 울리는 느낌이 들긴 합니다.

저는 맥주를 시켰는데 부드럽고 괜찮았습니다. 가격이 약간 쎄긴 하지만 홍대가 다 그렇죠 뭐.

아쉬운점은 안주였습니다. 토마토 부르스케타를 주문했는데 빵이 질기고 빵이 위에 올라간 내용물보다 과하게 커서 먹기 불편했습니다. 그 이외의 것들은 2차 안주라고 보기에는 헤비한것들이구요. 그나마 부르스케타가 가장 가벼운 안주였습니다.

그래도 전반적으로 홍대 분위기가 물씬 느껴지는 괜찮은 술집입니다.",김패스,https://www.google.com/maps/contrib/103446494677762505865/reviews,2년 전,장농속
5,"1.환경 ??????????

경의중앙 홍대입구역에서 도보 5분이내에 도착가능

주차장은 없어 근처에 주차비내고 따로 주차가능

테이블 4인 7개정도

2. 서비스??????????

친절하시고 잘응대해주시고 편안하내요

3. 맛?????????

파스타 조금 매웠지만 맛있다
스테이크는 맛있다
다른것도 맛있어요

4.총평 ??????????

전체적로 맛있고 깔끔한 맛이며 더 먹어보고 싶다
추천 ??????????",Cookie,https://www.google.com/maps/contrib/112793235098399535112/reviews,8달 전,파델라
4,"게살파스타, 명란리조또 둘다 맛있었어요. 캐주얼하게 먹기 좋은 곳입니다",Em Kim,https://www.google.com/maps/contrib/113847206931876639449/reviews,5달 전,파델라
4,"4.3/5.0

- 이탈리아 할머니가 해주는 것 같은 편안하게 맛있는 맛

가지루꼴라피자랑 바질페스토파스타 먹었는데, 둘 다 맛있었어요!  피자는 화덕피자보다는 토르티야피자 같은 느낌이었고요. 음식이 전반적으로 홈메이드와 이탈리안 레스토랑 사이의 느낌이라 정통 이탈리안 셰프보다는 이탈리아 할머니가 해주는 음식 같았어요ㅋㅋ 편안하게 맛있는 음식 먹고 싶을 때 적당한 곳입니다.

약간 웨이팅했고, 폰번호 적으면 전화 오는 시스템이에요!",Ray,https://www.google.com/maps/contrib/117890427006214494770/reviews,1년 전,파델라
4,"좋은 분위기, 캐주얼하게 점심을 즐깁시다. 맛도 좋습니다. 양도 적당. 데이트 아님 친구 모임도 추천",Sungwoo Kim,https://www.google.com/maps/contrib/114877609482447691269/reviews,2달 전,파델라
5,메뉴 주문하면 기본처럼 에피타이저가 나오고 나중에 후식 디저트도 니와서 좋아요. 맛도 특색있어요.,아지영희,https://www.google.com/maps/contrib/111401151319400343656/reviews,1년 전,파델라
5,친철하고 커피도 샌드위치 프렌치토스토 모두 환상적,조현신,https://www.google.com/maps/contrib/115347969337947388410/reviews,3년 전,피크닉마나올라나
3,"맛있었지만 음식이 너무 늦게 나왔어요ㅠ
속이 꽉찬 샌드위치를 기대하시면 실망하실 수도 있을 것 같습니다",서아인,https://www.google.com/maps/contrib/108806830693715029914/reviews,4년 전,피크닉마나올라나
4,작지만 깔끔한 공간이었습니다~,jung been Kim,https://www.google.com/maps/contrib/114183248883522982336/reviews,2년 전,피크닉마나올라나
5,너무 맛있었어요,Park,https://www.google.com/maps/contrib/103124093501481585779/reviews,3년 전,피크닉마나올라나
5,살을 빼며 해외여행을 가던 중 맛있고 건강한 아침식사를 찾다가 옌난리 샌드위치 가게를 발견했어요! 식사 후에는 시내 산책을 할 수 있는데 여주인과 점원이 매우 친절하고 귀엽습니다!,Amiya,https://www.google.com/maps/contrib/100196731053492502359/reviews,7달 전,피크닉마나올라나
1,"인테리어는 예쁜데
심각하게 맛이 없어요..
빵에서 생선비릿내가 났고.
봉지는 찢겨있어서..
왜 썼던 봉지에 담아주나 했습니다.
인테리어만 보면 또오고 싶지만
너무 맛없어요",Aurelia,https://www.google.com/maps/contrib/101529828067304084667/reviews,4년 전,그랜드마마
5,너무너무 맛있는 연남동 해산물 술집이에요! 와인리스트 위스키 전통주까지 주류 종류도 다양하구여 사장님 엄청 친절하세요 참소라 돌문어 가리비 하나도 안비리고 싱싱했습니다 재방문의사 100%??????,긍정,https://www.google.com/maps/contrib/116441769524208575390/reviews,1년 전,연피랑
5,"1.환경 ??????????

경의중앙 홍대입구역에서 도보 10-15분이내에 도착가능

주차장은 없어 근처에 주차비내고 따로 주차가능

테이블 4인 테이블5-6개 그리고 바 3-4개정도

단체 테이블 8석정도

2. 서비스????????

친절하시고 잘응대해주시고 약간 느린경향이 있음

3. 맛??????????

막회 ????????????
이집 막회는 깨잎 향과 달콤함 들기름의 조화
시그니처 안주

육회????????
막회때문에 육회가 맛이 덜하다 ㅠㅠ

라면 ??????????
해장술 하지 딱좋음

4.총평 ???????????

가성비를 찾으면 안되는 곳

가성비찾는 곳이 아님

막회와 해물이 생각날때 술과 마시기 좋은장소

옆집에 횟집깄었는데 가기 안가도 되겠구나 ㅋㅋ

다른것도 먹으러 갈께요

추천강도 ??????????",Cookie,https://www.google.com/maps/contrib/112793235098399535112/reviews,8달 전,연피랑
