사업장명,작성일,작성자,작성자 정보,별점,리뷰 내용,이미지 링크
카페 늘보,2년 전,권준,지역 가이드 · 리뷰 23개 · 사진 61장,별표 5개,재밌는슈링클스 체험  맛있는 장미음료  강추네요,
카페 늘보,3년 전,임선미,리뷰 2개,별표 5개,"딸과 함께 그림 그리고 차마시고
데이트가 기억에 남는곳이예요",
카페 늘보,5년 전,LEGO Road,리뷰 7개,별표 5개,사장님 너무 친절하시고 데이트하기 좋은곳!!,
카페 늘보,4년 전,김혜경,리뷰 10개 · 사진 6장,별표 5개,즐겁고 재밌었어요.,https://lh3.googleusercontent.com/geougc-cs/AB3l90DOFlNmP8AdwonJXNlPSqSfuxZLyvCGT8P35ABwaCDtZqNhoJSXihfxM397PT78u-vx17igLy9SmWbmPMeQFTOXC1A7fn4kl2-IsaqMuhtjU3LDh2JiaW2qcpk50EIxdqmBfOV8FQ=w600-h450-p
카페 늘보,3년 전,한제우,리뷰 16개 · 사진 1장,별표 5개,추천,
카페 늘보,5년 전,최용석,리뷰 3개,별표 5개,분위기 있는 카페,
카페 늘보,4년 전,겨짱,지역 가이드 · 리뷰 601개 · 사진 98장,별표 3개,재밌었어요,
카페 늘보,3년 전,c c,지역 가이드 · 리뷰 117개 · 사진 1장,별표 3개,그냥그래유,
카페 늘보,2년 전,Ronny Wijaya,"지역 가이드 · 리뷰 419개 · 사진 1,667장",별표 5개,"나만의 열쇠고리를 만들고, 커피/차도 즐길 수 있는 아트카페입니다.

여기에는 음식을 판매하지 않는 것 같아서 별 5개를 넣지 않았습니다. 하지만 우리 주변의 모든 사람들이 음료를 주문하는 것을 보면 틀렸을 수도…","https://lh3.googleusercontent.com/geougc-cs/AB3l90CqXYcLWTTPc183LUx-gvrK6JF0ArXBTcuVLcdysl0GiYqc4DKiCSfqGUisEoWvVZ3nOPL_AZLK0kIrH2HbWElHc3mw5ZaV2wYNDiadAV-spUQHJ-eGUflnVuwec4iVNfACHamf=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AuzC0LJUvC-SgVgGcxjiFOwJRgRgllXP-AKJSIE1HhmR2JcpwSFfw2DTYtgPmY4lj9cuFiSApKvM2dd1YHAbcq6Ey_A3L2j1PYxA3daKWBcK5igxLy_jzoYfnW24DHLXkaf01X=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90A-UB7fUHQva9jO1hG9H7czbcRNk4B7OCCx3b3ewfdlzowJS7DV-4_JtrQdzygyVfdiIkg562-eALuhh1zbyEcPOLuOJxUD3Q7XGI60HTnoLEqhcb_683ujoyJ_aMtPOvCvjMtWaA=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90BMda0rM6Of34pEHT_JulZObKcr2IlAz0SHIqdEDWIrcBNB6VsaXk4zeWwe50pfG99yhKeSWqDLcZX8R0_vxJcYXvS4WlKaHBOSlkyD059ZmUXTCznjpWwJbLykuZtQa3LPlYo=w300-h225-p"
카페 늘보,2년 전,Edwardo DaVinci,지역 가이드 · 리뷰 107개 · 사진 12장,별표 5개,"소량의 음료가 제공되는 매우 귀여운 작은 카페. Shrinkles는 모든 손님의 창의성을 장려하고 평생 기념품을 제공하는 적은 비용으로 좋은 아이디어입니다. 음료 자체는 매우 맛있고 서비스는 A1입니다.
축소 지침은 설명이 필요하지 않습니다. 색연필이든 수채화든 누구나 꼭 시도해 보세요. 꼭 봐야 할 것!",https://lh3.googleusercontent.com/geougc-cs/AB3l90B12lYKZ7CcjGu52uxtUG5h4niPkfWNSbsFSMHaCpoQLhVPdys0A7xBHarwl3PFQa3Cbr5MOj-mcwRZWYwTOdw2tRTecn7czcUxY98-H63zN4OPgnY0TaO7puEjUPV5ngrJ3yY0=w600-h450-p
카페 늘보,1년 전,Hannah Schurmann,리뷰 1개,별표 5개,우리는 열쇠고리를 만들면서 정말 즐거웠습니다! 우리는 평일 저녁에 갔기 때문에 전혀 붐비지 않았고 직원들도 매우 친절했고 디자인도 훌륭했습니다. 꼭 추천하겠습니다,
카페 늘보,1년 전,Jana Celina,리뷰 14개,별표 5개,"사랑스러운 카페!

직접 만든 귀여운 추억(열쇠고리)을 여기에서 가져왔습니다. 카페 주인은 친절하고 수다스러워서 숙박이 훨씬 더 즐거웠습니다!…",
카페 늘보,2년 전,ㅎRoisin,지역 가이드 · 리뷰 101개 · 사진 145장,별표 5개,흥미로운 활동을 즐길 수 있는 멋진 작은 카페. 직원들은 정말 사랑스럽습니다. 열쇠고리 만드는 방법을 알려드립니다. 음료도 사랑스럽네요. 집에서 만든 기념품으로 좋은 작품이므로 적극 추천합니다.,https://lh3.googleusercontent.com/geougc-cs/AB3l90B5ZlOP6pMLje8GBNNbmeN7vkzZ_aA8LurVmWCZX5a5ON7yjFLbMVdDY1VJe0TYE9U1V7x_9U0Q0KrSso3791cjs5pzCBAoKv65801LkomebMXTSMXtyy99zCRWrZL1gjj2dNzM=w600-h450-p
카페 늘보,1년 전,Alyssia F,지역 가이드 · 리뷰 22개 · 사진 11장,별표 1개,오늘 11월 10일 금요일에 가게가 문을 닫았기 때문에(아무 표시도 없음) 거기에 갈 수 없었습니다. Google에는 영업 중이라고 표시되어 있었지만요. 다행히 멀지 않은 곳에 이렇게 예쁜 카페가 있었다. 그렇지 않았다면 여기까지 괜히 왔다고 짜증이 났을 텐데!!!!,
카페 늘보,8달 전,Sabina Oztekin,지역 가이드 · 리뷰 16개 · 사진 14장,별표 1개,영업 시간에 대한 언급도 없이 가게는 문을 닫았습니다. 구글은 정상적으로 열렸다고 밝혔습니다.,
카페 늘보,2년 전,Jakob Harmon,리뷰 4개,별표 5개,음료는 죽을 맛이었고 분위기는 환상적이었습니다! 무엇보다 카페 주인 아주머니가 정말 친절하고 친절하십니다. 추천합니다!,
카페 늘보,2년 전,D D,지역 가이드 · 리뷰 75개 · 사진 211장,별표 5개,수축종이로 작은 열쇠고리를 만들어주는 귀여운 작은 카페. 정말 친절한 주인이 계십니다. 과정을 설명해주셔서 너무 좋았어요!,
카페 늘보,1년 전,Ana Leslie Granado Prado,지역 가이드 · 리뷰 15개 · 사진 72장,별표 5개,너무 재밌어요!!!!,"https://lh3.googleusercontent.com/geougc-cs/AB3l90Dwn7MnKMSIdRc4y1ns9Fd6XcQGks8oNGmATb8udMzggEhkrv_jKVK0Pan3ui4edaXXrqGY-vhNE6TXggTeWtrzmNZP9tUOIPt6TVkIqX5Wywnkt2aSQvhOJ4cLcRK1m_-BfPe00A=w300-h450-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90CN8CCAo2aH3Id071y1xI-MlvfNnsz-C4Eq163Vix8VoHiitj5ncJ9Tv29mTPZP5pqxJ3p6vrWVMiagabSubWZo3fGtcs-BtpDc2WfKbchmvPYk2djnP_-i1SpxrX-Z5N-gR8eO=w300-h450-p"
디저트 뷰,3년 전,SEUNGHEE LEE,지역 가이드 · 리뷰 510개 · 사진 574장,별표 4개,"겉은 바삭하고 안은 촉촉한 휘낭시에가 맛있다. 버터맛도 많이 나고 기본에 충실한 맛이다 사장님도 친절하시다. 개인적으로는 음료보다 디저트가 더 맛있늠 집인것 같은데 음료도 맛있다. 음료,디저트 모두 신경을 많이 쓰는 티가 나는 곳이다. 자리는 조금 불편하지만 전체적으로 맛있어서 종종 생각날 것 같다. 가게는 아주 작지만 주문 받을 때를 제외하고는 계산대 뒤에 있는 키친?같은 곳에서 베이킹을 하시는 것 같아서 앉아있어도 부담스럽지 않은 곳이다","https://lh3.googleusercontent.com/geougc-cs/AB3l90BwLgRHOCa6T3RmrV2Tr43Wq-MNfHXht3IrXPaqHy8wLjjkQfrn2_q6QhINVGukfg3SmIW2JJWouZlnJE_ddPCpNkOzSHUuz213f9ixZhvHAIN_2urK8hiuaWJXxb4Q35D6FnZ2=w300-h450-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90CpcU8oMQbo7iTCQiHibXetUqfSc-284csOpogh0ycdYUvPc4qaRadLBjTReh3_wYvW30fkhAGYZv5Xlmra1WNiGb6uqIRZZwPltlcfvedYyD85Q51x_QWKua-3ApnwxslqijP8=w300-h450-p"
디저트 뷰,3년 전,MJ Lia,지역 가이드 · 리뷰 64개 · 사진 27장,별표 5개,"아. 넘 맛있어서 친구 데려갔다. 친구도 굉장히 만족했음. 바스크치즈케이크는 꼭 먹으시길...존맛...크림슈와 아몬드 휘낭시에가 존맛이다. 커피도 괜찮다. 디저트와잘 맞는다.
매장 비비드하고 이쁘다. 테이블이 4개정도 있어서 작지만 주말 3시갔는데 자리 있었다. 못 앉는다 해도 사서 연트럴파크서 먹어도 좋을듯 하다.","https://lh3.googleusercontent.com/geougc-cs/AB3l90AYrk9rDvbfr68w5jerFsLi5tVuMdPjrW-TXBnKmxv2U0eIx3E1A4hNydxn22GO6jgQEB6-tKHAyYeNJJvon0iCfXmKFW5_yjnYliZGEsxUqfLvtmSKf2S-T6uGS0oTjbH9Kk3AeA=w300-h450-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90DfuAqNOobOAdMipoqWPSpycVg8Ez_WYJY14kCjiSPayJDDE98qOdjNYHr0tqU2khrQyiLH-xfMqUARxxgVp5mYDjqYUdCY3_ifJJN1BGb3ebm76Ekltmds63Ydgi74uII7Xpch=w300-h450-p"
디저트 뷰,3년 전,Jrjie HU,지역 가이드 · 리뷰 379개 · 사진 682장,별표 5개,추천드립니다,"https://lh3.googleusercontent.com/geougc-cs/AB3l90CX26U0pPX5EbEP7K8xzzAHWyl7QoTEIaZOWsHMKKVU_10nZWyuP3X-YkUxtZLNU0GOAEigeAKTna0jlABtud3oZbzMFdrdgnm--o3QLrxcYmjOe8QPtXv2sfNGrgoThDRmb_VkNA=w300-h450-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90CYhxFVeMmqij7OU-ttl73fadVvVTtNklsv64ELMP-rniEJvoHxBZsX3tpAESlRqTjcvnlFFEKzhul53MV7mue9Hrx7gaiEphEWF453QT4jYGUxGMg7lziOkIfWPAjHoW3prF1p=w300-h450-p"
디저트 뷰,3년 전,Jane Huang,리뷰 5개 · 사진 8장,별표 5개,"서울 최고의 쿠키!
역대 최고의!
저는 이 가게의 열렬한 팬이에요.…","https://lh3.googleusercontent.com/geougc-cs/AB3l90Ay2ji8kdQhIXQzf6NHfkyJZtYFkmYTbHQPxn30hTAblvg0wFgGTJt7wagWDU4rnuedmgaxgiozrSrztnYiaIZnLe4L6BEfIMEBhcndDT8fsWaxNFEk2He2cxfaac3mTYIGwBn4Lg=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90Cg3fJAvorFUYPQWQiVef26TFNEZKaY9prU47IpUZ6_wAIzmiUxnMOHOV4kdzbhreW2c0wAsc73Q-Txk1c9Fd6Gk-4qrljmoRABN40KZd8MmlsUGE80nvpu-cyganF_EYcCf9fx=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90B--8tEIhx1RRiunzOF03R4Do-cgErAAjsmxDwMjr4Ys41L2MszzwoBdLTGpWk6avoWQoGDj_01IAYnw1Y2ZmZ79tx7L9Y7LL7PJ9IK_1hc6Mh6jfe3xPIk3Gbnr-IILFpxOVMK=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90Dcg5h-8SSLzU-Du0iNhQGlm7eQ4iJYru6QYkxtKHvH3kTZO3di2y35aRBdLphw8GWKdPVJAV8LpVo6g4ygM6_KLg6P5_HjaJC0JYYnL-EGUCtLP3K0lo1DGsnBIyG5sGTvC6Kk=w300-h225-p"
디저트 뷰,11달 전,Zebra Zena,지역 가이드 · 리뷰 175개 · 사진 60장,별표 5개,매우 편안하다,
연남화로굼,5달 전,왕나영,리뷰 4개 · 사진 11장,별표 5개,맛있는 고기 먹고 싶어 찾다 눈에 띄어 방문했어요 부챗살은 육즙 가득이고 진꽃살은 입에서 사르르 녹아 진짜 맛있게 먹었어요 !! 소시지랑 가리비도 맛있고 둘이 갔지만 푸짐하게 먹고 싶어 3인으로 주문해먹었는데 후회 없는 선택이었어요.. 직원분들 친절하시고 사장님은 센스 넘치십니다 고기도 구워주어 편안하게 즐길 수 있었어요 !! 계속 생각날 것 같은데 다음에 또 방문할게요,"https://lh3.googleusercontent.com/geougc-cs/AB3l90AbKBUQ6n0uP_CaokaeczSregbqxfH0-zMPJ2X4ENSU79qByw5lYjH3T9GB8ZTeMbqsRDf60XoZpqR3nBycxcXwNJ209qAtXpA4_IAiZUFvLba2xBMbiZkmxi_DBIsI4qK7wjEZ=w300-h450-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90CgTCnrXW7d15cGmntXQJjb7gkDVO9JA1HoAebkRny7asfbij8BumZirDikEZfPBBCa7jvTO1vMMQi8j-C8JJzVZ6x9A0UjXvYI4p3yt8mm223W5c9w0S5hdhEmCNeQlr4-WLaRDA=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90A7LlAlYwQjI-ETZowLoSnyBwq_a9yXmKfhxBpovy8_XQOFR80mko2pKY8-1sutx_CBy5ehtzcZ8yFX0HAV3SUA0AUsyZ4J7Ppa7ewFvWCMQ6X-qCOMpRIAxeJYcM7L33lqsw4=w300-h225-p"
연남화로굼,4달 전,방민경,리뷰 4개 · 사진 16장,별표 5개,"사장님께서 작은 bar도 같이하고 계셔서 칵테일,위스키 한잔과 같이 즐길수있는 연남동 고기집이에요!
다른bar보다 훨씬 저렴하고 종류도 다양해요!
아 그리고 BTS 정국님이 다녀간 핫플이라 외국인분들에게도 좋을거같고, 소고기와 돼지고기 둘다 판매하고있어 부담없이 즐기기 좋을거같아요!!","https://lh3.googleusercontent.com/geougc-cs/AB3l90BFmc_Bgz0hw9j-JQqzbyGqI7CRQo0XQL52QeJk6fAzaGiiWTdMzU0zHEKSJwOXkG2ZMNdkOfooTBQ9Q244kRSeb6l06p6dKS4CiN6Bn8Pc9GT4Mftb00MgRgMD15Nc1eULUq4L=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AbSvfAxUwdcRo6G_P-sD19wamGR_5T8tAORGMmRrgCxDfizVGetirUbdkVySRqKwlY6Th0ZnqLfMGlDimEDlp9KZhaTjhux4nwN4Lav1P2m69QYbBDH26yIVHXHKo-FyudE9GJaA=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90BWFCWQupQLA6U_JyU7yPUAOWsQoKHGwPJgnSbBp7OSea_gYIWXNbvtUVXJ9dUS7i_RsZiafgTyZCHO7LMDTyqwold7AFvir6LdP_CpiC9QA6nvJG4JzuDjfiDvq9AeoLOlAws=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90B1-h14LSNLFpqzilGf4sr9lpYCubUAprTiVcme-3WLNjkSUB2gW-rE_cRhllgSC77CGkk0Tfm-4WI5OP4_6lqMPB63wN67IApeA3srT_v9XITjOr_HUHtURsIygdtch35WOHEW-A=w300-h225-p"
연남화로굼,3달 전,조예린,리뷰 14개 · 사진 12장,별표 5개,"BTS 정국님이 다녀간 연남동 소고기 맛집이에요.

연남 세트 2인으로 주문했는데 딱 고급진 소고기 먹으면서 기분좋게 배 차고 좋네요.…","https://lh3.googleusercontent.com/geougc-cs/AB3l90A1eoLIkEY6xl2LLzJkD8N6cDm3V17fiqJ-J2kQirvdh86afQIOZ1l-6lktR2Z46QKUYayI5fBQZOb0TZdwdP1NBgc0y9Jc5KxEEN42JgTmcI5FLcULG_EedOp_-_iW_4GEsFOe=w300-h450-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90A33enfQyZfP3UAHVO6vw6MQC1Qm8cyTodH7by6hclIaZa-LZ2GUnzyZHEYlny3c4EG8Nl3t3slu6Lq8Y1U_S2fU5U1tr7euY-qBqyO05236iAiaHFwd0Sjmszek0jDYSgRDpVk=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AZXQarhRcwkmG1c-DUI0t8y105-p7M4E-MDdiupk5QYYFJxunHVnEnEVCOMIMftD3UxuzKvjmz_OLAqw39VVOuoDsSGV_2IIXGRSAxQD82WgmP7NqVPnzWKY25YBBSWnpdEHox=w300-h225-p"
연남화로굼,4달 전,김지혜,지역 가이드 · 리뷰 29개 · 사진 164장,별표 5개,"연남화로는 특색 있는 화로구이를 즐길 수 있을 뿐만 아니라 분위기 좋은 공간과 다양한 음료를 함께 즐길 수 있어 즐길 수 있는 포인트가 많았어요.
데이트는 물론 회식이나 소규모 모임 장소로도 잘 어울려요. 연남동 데이트코스를 고민하신다면 연남화로 추천드려요!","https://lh3.googleusercontent.com/geougc-cs/AB3l90D4KUlcf-FL4f81HCmE0N1kSFATvWva2ucWCSXmr3oSWx5Se8Dx-tgaMFjrgkvncUqCqILy_eOssJzdwdfxtHXMIrfK64Gy6AROs5FqZ7XTsBidZ_Fja4rRrjEn0Se5dmHSa-rD=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90BC2-7d3bEUChFxJgWvMiVXOdmfUahImWNZseJrJOcdQlVH6gVhSGhhrS7wAnPM5ZVrAtMM13RXEbPZktLfTaI_3bzyA8dm9xZUAtLhAKkDT7QSe6sEau37dJeaujseOjuLouWP=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90A3QgNYVkvSkqEMb8tBTgWhRdGlJNdyb-Bc75SAQMUcqkZTOAAxpoS0i-w11ZF4LJyKwp3i72hElKqDLJtWohdlRQFLxgBLsbQKUTnpAgidP433b-Gtx7E2EwljcP6kaEZMz2LVSw=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90CGS1n5alWxhO2_pY4vRFS2EdUJsGRIrKxuMC-p4LNv3cvr2N88iwXuRn-NrvmpzS_rDp2nl9879i3E-oFwPNtaQYIaY7Idr2E_eMnD0BnX-3lxnSxuYcal_zfGs7UOOSmaaWAv=w300-h225-p"
연남화로굼,2달 전,숨SUM,리뷰 4개 · 사진 3장,별표 5개,"소규모 모임이나 회식장소로 딱이에요
메뉴들도 너무 맛있고 친절한 직원분들 덕에 너무 만족스럽게 식사를 하고 왔어요 ??",https://lh3.googleusercontent.com/geougc-cs/AB3l90DaxSXqtqxSUAUHYpI4w9mgMFlkVhoCcLasokCy62qmcZM5IC-96Ds5IiAPFRYeGJHt4w2z2ornZq1my1zJe3yPkIGHKq9GVi6-YNxLYkOdixxS-t_TiInMiBC6Q2Kch36M0ChYSg=w600-h450-p
연남화로굼,8달 전,안쵹쵹한초코칩,리뷰 1개 · 사진 3장,별표 5개,너무 친절하시고 분위기도 좋아요. 벌써 두번이나 방문했는데 집이 멀긴하지만 재방문 의사 100프로입니다!,"https://lh3.googleusercontent.com/geougc-cs/AB3l90DG6YJyofFa5n2UTsqGasVFLPtmeTrdlsadt0ORjUSsUS9V5m63rvZiWX-kv5R2ksClSH18HReq6sV0zhtrbtRp2xkNgFx7s5GQy61mERd-B5tteYAC5dXWR7iDh3c_mYIlKn8=w300-h450-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90DDhtCZtwpDr0z34KQObaOf2oz6x6jNxyz71286kncFU9AO5pnULTdSc_q6z5euf-oHIgIC808GBLz8hUnfOM4PE3wKn5Es-gIVRmR7SGxgkRRwLm27BnaH2ERuRve74WyqNBC_=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90DGP3h0pP4Qxe2vuXRWONAu20CHR6sCVV3TfdXbajm03NDQkFJSj4vPmhwgNmTVRQRYbq4RkSMurQ-mgIDjpRzbtEKGcEc_ia3YAZUEef97Al3XEZwq2_-W4TcVow155vER6IUo=w300-h225-p"
연남화로굼,4달 전,아슐랭,리뷰 2개 · 사진 3장,별표 5개,wow 진짜 it's 정국이 다녀간곳이에요! 그리고 맛있습니다 가격도 적절하고 특히 모임에 좋은곳이네요 분위기도 좋아서 나중에 또가고싶어용 ^^,https://lh3.googleusercontent.com/geougc-cs/AB3l90CnIexOsl6AGKRiSHPpZ2I8XPs5TBUDHbws575GpLqmEDPN9k0CXyCZ0XPQf19jz-2w8UArBL72Kr-vtfB-qfOTDdt_0YXliJ_XCFXD1oy7DKeOo7Z3Yh0s8dAsZNd919l60dI=w600-h450-p
연남화로굼,1년 전,regi Kim,"지역 가이드 · 리뷰 227개 · 사진 1,282장",별표 5개,"회식으로 방문한 연남화로
분위기 좋고 직원분들 친절하고
저희는 돼지고기와 소고기 다 맛보았는데 맛있어요…","https://lh3.googleusercontent.com/geougc-cs/AB3l90CNJQKia-UAbL1ZtQxq1wxP6s-yKnWSnL0z5GZpkFt9OUV9wN7P4QDX98hzBrkcWmZy4m8BQX1E7zngEJfSGbhwgOQCJ8mHr-e4uWOd0AlMugEhVlhb3Uk0dD3dEoFwum5XxPU=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90BAZLgpvmheNXpwe7m80J1s1hSxLw2fCN9b2VIJvPCOZjvGufYC5GqhbsaKeMr6_nmmxhSr4GEjSdTDdbvj_IgVH1VqkKycF7J8NheNfHu9qp8C-YRtHPrWugJDtMb_Dq0aMEUfZw=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90B5t1ZgR4QlBkUnphZmjVUwioo3imW-VB5WVwmG3xqKEPNWTyvQHgK2imEF2VsAPxrQKD2TSZZ8lRG1SkzmThgT3OfuMgqiOECo6xNUksfg1yJ8P2AWnur1Jfw5v3x_gTmv4aUI=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90DTLVlvrGBVZfCMO7rm3eBF2Jey-IwLfXN67IJsKm4IG6xofG2Pc9MsXUspqo3bAFSfKSJcHBjGTpOstkewpyJ4t7u7_hBvIgjxw8Ymh19EAF-TD3gzVr38Dkh3vMcfUXgHvrU5Jw=w300-h225-p"
연남화로굼,1년 전,왼,지역 가이드 · 리뷰 23개 · 사진 56장,별표 5개,"BTS덕분에 방문해봤는데 직원들이 바쁜와중 너무너무 친절해서 좋았구요~고기도 맛있었어요^^곰돌이 같이 생긴 직원분 특히 너무 감사합니다 ㅋ사실... 성지투어 다녀보며 느낀건데, 많이 바빠지고 손님많아지면 불친절하게 되고 메뉴에 소홀해져서 초심을 잃으시는분들이 많아서 안타까울때가 많습니다.초심 잃지않고 더 열심히 일하는모습에 감동했어요.불쇼 칵테일로 잊지못할 추억을 만들어주신 연남화로??임직원분들 최고입니다??…","https://lh3.googleusercontent.com/geougc-cs/AB3l90CDpVkIvnI2BHSjcJzk2PB7A_Veb1wmhMV6C6WvD1-bC8dxdR7JMeA801YiAQHkOGAViOIO9f1RFC8c7HHHS_qMle3VGDOIQMeekDRHwHk83j1lRcKCCPNDQgsTVc67GdWmluN2=w300-h450-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90B4oYK0j3ds6sAYoO0u0pzwxtbSY0C9YZZGhTPfX_VfsexqIx9FI-qAfF_XgeGkMGrLqgI5_3mL0_WZuZu6WCcpn46Qe_vvBQvgrNRxYXMExobgiADCnlIuS-r6qWNMEosMUE-d=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90BPQsDf5jZ2tHSaLwn2DAwEU8AwTPoJQSoAKoCgwq4tJxlyOm8fKEMw6wyfDhMdNv2hqLtHaw-HF3LLLrblBoqTKeFUISGkoNsfZkfHo7Ny9AOrsHO_O_sZagZfHQdN4RoQ0CqJ=w300-h225-p"
연남화로굼,1년 전,American Kim,"지역 가이드 · 리뷰 218개 · 사진 1,544장",별표 5개,연남화로 고기집에서의 식사는 마치 내 혀에 특별한 축제를 선사한 듯했어요! ?? 고기의 신비한 맛과 부드러움은 정말 멋졌어요. 이곳은 마치 맛의 미로에 빠진 듯한 느낌이었답니다. 여기서의 고기는 말 그대로 예술이었어요. ???? 그리고 구글 지도에 이 곳을 소개하지 않을 수 없을 것 같아요! 이 곳은 고기를 좋아하는 이들에게는 꼭 가볼만한 곳이에요. 다른 식당들과는 비교 불가한 특별한 맛이 기다리고 있으니까요. ???…,"https://lh3.googleusercontent.com/geougc-cs/AB3l90Dq7RscCz75e5M1ioxA_8lthhecPgU_u5Pg_Ju5sCufwueu2-ZlR1IICaMrBevpa0w-l8Jx6H1ReZ5L93syqeIe0eZpSvy9HB1PQ6NIJUeGeBlbZlCpygAK_xJ4XxMvBrAem1sXhg=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90Chie4ywoocaFE8f33e9DumsN0i4AAkQBbGODCCjHZzZkWnvB5x-j83T_xGMljfY3nEdFk5iCeoezt_dbHG2afXDKvODlDuyCxQCSHWFN94iBQkXe6_KmWP1L4xH392Pqfq1tyU=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90A-vAouyQXMJ_AyxOgzR81qk-HpK1kK6Y3s15mdRbPZHUIVfR3sIzQ6c6uKFPMJ-1658Hcjx0WcEzccPI5TMoAV-2SloUgfvNODvmShQNt4oCUv7WxI5wK8YcFQJRXlwpRTmIM=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90C4Rf8TB0oFRiW8CeR1-MwGQ9M2eBP2WFP2i3DwOfwCnyCEML4RsOupsDZV74PzXtbn-wOsrjK708Jdf7OnVhSTMbqSdKJZSdSQDXQDuwaimjCQhP2xvrJlCKy73P2t1zpcBx7l8g=w300-h225-p"
연남화로굼,6달 전,판교맛쟁이,지역 가이드 · 리뷰 29개 · 사진 35장,별표 5개,"압도적인 분위기, 너무나도 마음에 들었던 공간입니다. 고기 맛있고, 데이트코스로 강추해요!!",https://lh3.googleusercontent.com/geougc-cs/AB3l90BS-Dw13Kig3hYbPUOdW3UdJeMLGveqgv2mBxKANf5rOGTlQa9DOIbZeJEDJWkKwMf_p-99xgoqzMBfcKmberloc_LD5s5KDhNmnThEvnRX82TtFpDv2JPsNraU2XTqMnuvzemn0g=w600-h450-p
연남화로굼,2년 전,정혜진,지역 가이드 · 리뷰 5개 · 사진 599장,별표 5개,"BTS 정국님 고기로드에 있는 곳이더라고요~
정국님이랑 같이 사진 찍는듯한 느낌 좋네요~
사장님과 직원분들 너무 친절하시고 고기고 맛있고 너무 좋았어요~^^","https://lh3.googleusercontent.com/geougc-cs/AB3l90ClOluDnKSRF1H5yMmwzom3wRHd4xXShxHQ8S0VM1ggIf6q6Xiq2fX4tyf5avIwsjAxRx30u1GDicoQEWtnA6rMqkuzegQ8ZXbJLuGNIjnaYmex1uiEHgrRsyXRo8yrK5GICqLGQw=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90B9qooJQwtlQj7qxU1MLR0zGWxUKRW67Z0_sqXFpyAlUn2ZsQEIcrP6zb5VsJuyU3FwF4p5ZsYmJ1r1srgS7vwBy1a-APYpqJ6L1VmHWLKjhfVWEvENvTbF_4_ymC9PgIezq4CX=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90B7gCWGhoekLmVsko-l8vB_f7uPsDiUZulRBWwqxoGeeP0eRXjTBV6zfrdMXIw-Gtc8wC6W9ldbDIcP6KFteWUUwnYonIKiz3iaePU1k2F14Z4_4Mp4xolJbsLud8asceoCRfXU8g=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90BjV1FNGtnCsr789wEY5amNrAoLzfxQAb4xThvDVC9dNZQJ6KymbtpwISzUS-5ufYUwpgVeU50FZkuH-tKZHE_7ao5lZ59L9ljeh9b3jw2juVgBcj55-o8y98zlIJwZiZ5V2F0=w300-h225-p"
