º°Á¡,¸®ºä³»¿ë,ÀÛ¼ºÀÚ,ÀÛ¼ºÀÚ ÇÁ·ÎÇÊ ¸µÅ©,½Ã°£,»ç¾÷Àå¸í,°Ë»ö°á°ú °¡°Ô¸í,°Ë»ö°á°ú¿Í »ç¾÷Àå¸í À¯»çµµ
3,"Å¸ ÀÌÀÚÄ«¾ß ´ëºñ Æ¯º°ÇÏÁö ¾ÊÀº ¸À, ¼÷¼ºÈ¸´Â ³´¹èµå
¸Þ´º ¼³¸íÀ» ÇØÁÖ½Ã´Âµ¥ Àß µé¸®Áö ¾Ê¾Æ ¾Æ½¬¿ü½À´Ï´Ù.
ºÐÀ§±â´Â Æò¹üÇÑµ¥ ÁýÁßÇü Á¶¸íÀÌ Á¶±Ý ´«ÀÌ ºÎ½Ã°í ¸ÕÁö ³¯¾Æ´Ù´Ï´Â°Ô ´«¿¡ ³Ê¹« º¸¿©¼­ È¸¿¡ ¶³¾îÁú±î ´Ù¼Ò ½Å°æ ¾²¿´½À´Ï´Ù.",ÀÌÁø,https://www.google.com/maps/contrib/112947649914602683422/reviews,9´Þ Àü,È¸ÀÇ,È¸ÀÇ,1
4,È¸°¡ ¸ÀÀÖ¾î¿ä ´Ù¸¸ Á¶±Ý ¾Æ½¬¿î°Ç È¸°¡ Á» ¾ã¾Æ¿ä! µþ±âÇÏÀÌº¼Àº Ã³À½º¸´Âµ¥ ¸ÀÀÖ´Âµ¥ Á¶±Ý ÀÎÀ§ÀûÀÎ ½Ã·´¸ÀÀÌ ÀÖ¾î¼­ ¾Æ½¬¿ö¿ä,Suk Kyung,https://www.google.com/maps/contrib/100377212173080173613/reviews,1³â Àü,È¸ÀÇ,È¸ÀÇ,1
3,Á¼°í Ä÷¸®Æ¾ ÁÁÀºÆí °¡°Ô Á¶¸íÀÌ Á» ´õ ¾îµÎ¿ö¾ß ¼ú¸¶½Ç ºÐÀ§±â ³¯µí,°í¸£°ïÁ¹¶ó,https://www.google.com/maps/contrib/114258326482467655623/reviews,1³â Àü,È¸ÀÇ,È¸ÀÇ,1
5,"ÇÑÁ¤µÈ °ø°£¿¡ ÁÖ·ùµéÀ» ¾ËÂ÷°Ô Áý¾î³Ö¾ú½À´Ï´Ù.
´Ù¾çÇÑ Á¾·ùÀÇ ¼úÀÌ ÀÖ¾î¼­ ÁÁ¾Ò¾î¿ä. ´Ù¸¥ °÷¿¡¼­ º¸±â ¾î·Á¿î ¼öÁ¦¸ÆÁÖµé°ú ¿ÍÀÎ, Æ¯È÷ Æ÷Æ®¿ÍÀÎµµ ÀÖÀ¸´Ï ¹» »ì±î °í¹ÎÇÏ´Â µ¥¿£¼Ò Áñ°Å¿ü½À´Ï´Ù. ¸ÕÀú ¼öÁ¦¸ÆÁÖ ¸î ÄµÀ» »ò´Âµ¥ ¿· °ø±×·çÆ®¿¡¼­ ¸¶½Ç °Ô ¾Æ´Ï°í Å×ÀÌÅ©¾Æ¿ôÀÏ °æ¿ì 20ÇÁ·Î ÇÒÀÎÀ» ÇØÁÝ´Ï´Ù. ±× ºÎºÐµµ Á¤¸» ¸¶À½¿¡ µé¾ú³×¿ä. ¸¸Á·ÇÏ°í ³ª°¡¸ç ÀÚÁÖ ¿Ã µíÇÕ´Ï´Ù!",Á¤¶óÇö,https://www.google.com/maps/contrib/112664670252802467589/reviews,5³â Àü,Ç³¿ù,Ç³¿ù,1
5,"»êÃ¥ÇÏ´Ù°¡ ¾îµÎ¿îµ¥ Àú ±¸¼® ¹àÀºµ§ ¹¹Áö ÇÏ°í µé¾î°£ °ñ¸ñ±æ¿¡¼­ ¹ß°ßÇÑ °¡°Ô
¿Í ³Ê¹« ºÐÀ§±â ÁÁ´Ù ÇÏ¸é¼­ µé¾î°¬¾î¿ä ¶Ç °¡°í ½ÍÀº °÷ÀÌ¿¹¿ä ¤»¤»",ÂüÄ¡¸À¿ÀÀÌ,https://www.google.com/maps/contrib/103195812633288714243/reviews,2³â Àü,Ç³¿ù,Ç³¿ù,1
5,"¸À ÁÁÀº ´Ù¾çÇÑ ¿ÍÀÎµéÀ»
ÃëÇâ¿¡ µû¶ó ºÎ´ã¾øÀÌ Áñ±æ ¼ö ÀÖ´Â °÷??",#NAME?,https://www.google.com/maps/contrib/116438210114940383225/reviews,5³â Àü,Ç³¿ù,Ç³¿ù,1
5,¿äÁò°°ÀÌ ¹ã¿¡ ¼±¼±ÇÒ¶§ ¹«Á¶°Ç??,Danica J,https://www.google.com/maps/contrib/104343289089179143172/reviews,3³â Àü,Ç³¿ù,Ç³¿ù,1
5,³¯¾¾ ÁÁÀ»¶§ ¹Ù±ù¿¡¼­ ¹Ù±ù¿¡¼­ ÇÑÀÜ..,Amalfi,https://www.google.com/maps/contrib/109009436976894955335/reviews,2³â Àü,Ç³¿ù,Ç³¿ù,1
5,"Âð ¸ÀÀÖ´Â ¿¬³²ÀÌÀÚÄ«¾ß ¸ðÃ÷¸ðÃ÷!
ÀÏº» ÇöÁö °¨¼º ³¶³¶ÇÑ µ¥ÀÌÆ®¸ÀÁýÀÌ¿¡¿ä
¸ðÃ÷³ªº£, ¼÷¼º¿¬¾îÈ¸, ¿¬µÎºÎÅ¸ÄÚ¿Í»çºñ ¸ðµÎ
»çÄÉ ¾ÈÁÖ·Î Á¦°ÝÀÌ¾ú½À´Ï´Ù!
ÀÔ°¡½ÉÀ¸·Î ÁÖ½Å ¾ó¸°¿ä±¸¸£Æ®µµ ÃÖ°í!
Á÷¿øºÐµéµµ Ä£ÀýÇÏ¼Å¼­ ³Ñ ¸¸Á·½º·¯¿ü¾î¿ä",µÅÁö±³¼ö´Ô,https://www.google.com/maps/contrib/111233366024849636113/reviews,6´Þ Àü,¸ðÃ÷¸ðÃ÷,¸ðÃ÷¸ðÃ÷,1
5,"°¡°ÔºÐÀ§±âµµ Â÷ºÐÇÏ°í ÁÁ°í
Å°³ëÄÚ³ªº£¶û À¯¸°±âµ¤¹ä ÁÖ¹®Çß´Âµ¥
À¯¸°±âµ¤¹äÀº ¹äÀÌ »ìÂ¦ Áø´À³¦ÀÌÁö¸¸
°£µµ ÀûÀýÇÏ°í Á¤¸» ¸ÀÀÖ¾î¿ä! ¼ÕÀÌ ÀÚ²Ù°¡³×¿ä
³ªº£µµ ¹ö¼¸µµ ¶ä»Ò °í±âµµ¸¹°í¾ßÃ¤µµ¸¹¾Æ¿ä Àç·áµéÀÌ Ç³ºÎÇÏ°Ô µé¾îÀÖ¾î¼­ ÁÁ¾Ò¾î¿ä¤¾",Irene,https://www.google.com/maps/contrib/104668883960972612018/reviews,2³â Àü,¸ðÃ÷¸ðÃ÷,¸ðÃ÷¸ðÃ÷,1
5,"ºÐÀ§±âµµ ³Ê¹« ÁÁ°í
°¡°Ô »çÀå´Ôµµ ³Ê¹«³Ê¹« Ä£ÀýÇÏ¼Å¼­ ±âºÐ ÁÁ¾Ò¾î¿ä!
¸ðÃ÷³ªº£ Ã³À½ ¸Ô¾îº¸´Âµ¥ ¿ÏÀü °¨µ¿ÀÇ ¸À??????
´ÙÀ½¿¡ Àç¹æ¹® ÀÇ»ç 100%!!!
Àß ¸Ô¾ú½À´Ï´Ù!",SOEUN LEE,https://www.google.com/maps/contrib/101497575951560212491/reviews,4³â Àü,¸ðÃ÷¸ðÃ÷,¸ðÃ÷¸ðÃ÷,1
5,"¿ç¶ó¸ÀÀÖÀ½ ¿ì¸®¸ðÀÓ ÃÖ¾ÖÀå¼Ò^~^
¿©·¯¹ø °¬´Âµ¥ µ¥·Á°£ »ç¶÷µé¸¶´Ù ¸ÀÀÖ´Ù°í ÇÔ
°¡°Ôµµ ¾Æ±âÀÚ±â ¿¹»Ú°Ô ²Ù¸ç³ù°í ±ò²ûÇÔ
Á¶¸¸°£ ¶Ç°¥°ÅÀÓ Á¸¸ÀÅÊ~~~~",ÀÌµ¿±â,https://www.google.com/maps/contrib/110043575497849392730/reviews,5³â Àü,¸ðÃ÷¸ðÃ÷,¸ðÃ÷¸ðÃ÷,1
5,"¸ðÃ÷³ªº£´Â ¸»ÇØ¹¹ÇØ
ÀÏÇàÁß ´ëÃ¢ ¸ø¸Ô´Â Ä£±¸°¡ ÀÖ¾î¼­ Â÷µ¹¹ÚÀÌ°¡ µé¾î°£
Å°³ëÄÚ³ªº£·Î ¸Ô¾ú´Âµ¥
¿À¾Æ ³Ñ¸ÀÀÖ¾ú¾î¿ä??

¿À²¿³ë¹Ì¾ß³¢´Â ¹«Á¶°Ç !¢¾",½Ãµå´Ï°øÁê,https://www.google.com/maps/contrib/102457955285549998654/reviews,2³â Àü,¸ðÃ÷¸ðÃ÷,¸ðÃ÷¸ðÃ÷,1
5,ºÐÀ§±âµµ ÁÁ°í ¸Àµµ ÁÁ°í ½Ã²ø¹÷Àû~~ ÁÁ¾Æ¿ä! 6½Ã 30ºÐ¿¡ °¬´õ´Ï 1½Ã°£Á¤µµ ´ë±âÇß¾î¿ä °¡·Á¸é ¿ÀÇÂ¶§ µü¸ÂÃç¼­ °¡¸é ÁÁ¾Æ¿ä! ¼ú Àß ¸ø¸¶½Ã¸é 5µµÂ¥¸®°¡ ±Â.. °¨¹Ù½ºµµ ¸ÀÀÖ°í ´ÞÄÞÇÑ Ä¡Áîµµ ¸À³ª¿ä,¹ÚÃ¤¸²,https://www.google.com/maps/contrib/100171080392433556694/reviews,4³â Àü,Â´Áö´Þ,Â´Áö´Þ,1
5,½Ã±×´ÏÃ³ Ä¬Å×ÀÏ ¸Þ´º¿¡ Å©¸²ÀÌ ¸¹ÀÌ µé¾î°¡´Â Æ¯Â¡À» º¸ÀÎ´Ù. ¹ÐÅ©Æ¼¿Í À§½ºÅ°¸¦ ¼¯°Å³ª Å©¸²°ú À§½ºÅ°¸¦ ¼¯Àº ¸Þ´º°¡ ÀÖ¾ú´Âµ¥ À¯Á¦Ç°ÀÇ Ç³¹Ì¿Í À§½ºÅ° Æ¯À¯ÀÇ Â¥¸´ÇÔÀÌ ±²ÀåÈ÷ Á¶È­·Î¿ü´Ù. Ç°ÀýµÅ¼­ ¸ø¸ÔÀº °úÀÏ°ú Å©¸²ÀÌ µé¾î°£ Ä¬Å×ÀÏµµ ±Ã±ÝÇß´Ù. ´Ù¾çÇÑ ¸Þ´º¸¦ ¸Ô¾îº¸·¯ ¿©·¯¹ø ¹æ¹®ÇÏ°í ½ÍÀº °¡°Ô.,¹Ú°ø¹é,https://www.google.com/maps/contrib/108573450629753341984/reviews,4³â Àü,Â´Áö´Þ,Â´Áö´Þ,1
5,ÃÖ°í¿¹¿ä~~ À½½Äµµ ¸ÀÀÖ°í Ä¬Å×ÀÏ ³Ñ ¸ÀÀÌ½é¿À ÀÚÁÖ °¡°í ½Í³×¿ä..,MoO0oOly,https://www.google.com/maps/contrib/108658931293676565986/reviews,3³â Àü,Â´Áö´Þ,Â´Áö´Þ,1
5,"¿©¼º Àü¿ë ¼úÁýÀº Ã³À½ °¡ºÃ¾î¿ä
ÄèÀûÇÑ Àå¼Ò¿¡¼­ Áñ°Ì°Ô Ä¬Å×ÀÏ ÇÑ ÀÜ¾¿ ÇÏ°í °¬½À´Ï´Ù",Jessi Lee,https://www.google.com/maps/contrib/104951805287409297772/reviews,4³â Àü,Â´Áö´Þ,Â´Áö´Þ,1
5,Ä¬Å×ÀÏÀÌÁ¾·ù°¡ ¸¹°í ¾ÈÁÖµµ ¸À³ª¿ä,¿ø·¡¹«Ä«¿ø·¡¹«Ä«,https://www.google.com/maps/contrib/107830112551085708706/reviews,2³â Àü,Â´Áö´Þ,Â´Áö´Þ,1
4,"°Ç¹°ÀÌ Å©Áö ¾Ê¾Æ ¾Æ±âÀÚ±âÇÏ°Ô ÀÎÅ×¸®¾î µÈ °÷¿¡ À§Ä¡ÇÑ Ä«ÆäÀÔ´Ï´Ù. ÁÖ·Î »ç¶÷µéÀÌ ´Ù´Ï´Â ±æÀÇ ¾ÈÂÊ¿¡ À§Ä¡ÇÏ°í ±× ±æ°¡¿¡¼­ °£ÆÇÀÌ º¸ÀÌ´Â °Ô ¾Æ´Ï´Ù º¸´Ï ¸ð¸£°í Áö³ªÄ¡´Â °æ¿ì°¡ ²Ï ÀÖ½À´Ï´Ù. Ä«ÆÐÀÇ ¹Ù·Î ¾Õ °õÆÎÀÌ¸¶Æ®¿¡¼­ ¸ÆÁÖ³ª ¿ÍÀÎÀ» »ç¿Í ÀÌ°÷¿¡¼­ ¸¶½Ç ¼öµµ ÀÖ¾î¿ä.
ÃÑ 4Ãþ±îÁö ÀÖ´Â °Ç¹°ÀÌ°í ²À´ë±âÃþ¿¡ °¡¸é Å×¶ó½º °ø°£µµ ÀÖ¾î °Å±â¼­ º¸´Â ¿¬³²ÀÇ °æÄ¡°¡ ³ª¸§ ÁÁ½À´Ï´Ù.
°¢ Ãþ¸¶´Ù °ø°£ÀÌ ³ÐÀº °Ç ¾Æ´Ï¶ó¼­ ÀÚ¸®°¡ ¾ø´Â °æ¿ì°¡ ¸¹½À´Ï´Ù. ¹¹µç ¸¶½Ã°í °¥ »ý°¢ÀÌ¶ó¸é ÀÚ¸®°¡ ÀÖ´ÂÁö ¸ÕÀú µÑ·¯º¸½Ã±æ ±ÇÇÕ´Ï´Ù.",Á¤¶óÇö,https://www.google.com/maps/contrib/112664670252802467589/reviews,5³â Àü,¼­´ç°³2³â·Î½ºÅÍ½º,¼­´ç°³2³â·Î½ºÅÍ½º,1
4,"2Ãþµµ ÀÖ´Â °Í °°Àºµ¥ 1Ãþ¸¸ ÀÌ¿ëÇØºÃ½À´Ï´Ù. 1ÃþÀº µî¹ÞÀÌ ¾ø´Â ½ºÅç¸¸ ÀÖ¾î¼­ ¿À·¡ ¾É¾Æ ÀÖ±â´Â Á» ºÒÆíÇÕ´Ï´Ù. ±×·¡¼­ÀÎÁö ´ëÃ¼·Î °¡°Ô ¹Û ÀÇÀÚ¿¡ ¾É´Â ¼Õ´ÔµéÀÌ ¸¹¾Ò½À´Ï´Ù.
±×·¡µµ Ä¿ÇÇ°¡ ¸ÀÀÖ±âµµ Çß°í, °­¾ÆÁö¿ë Æê¹ÐÅ©¸¦ ÆÈ´Ù º¸´Ï °ßÁÖµéÀÌ °­¾ÆÁö¿Í ÇÔ²² ¿Í ÁÖÀÎÀº Ä¿ÇÇ¸¦, °­¾ÆÁö´Â Æê¹ÐÅ©¸¦ Áñ±â´Â ¸ð½ÀÀ» º¸¸é Áñ°Å¿î ¿ôÀ½ÀÌ ³ª´Â °÷ÀÔ´Ï´Ù.",¿À´Ãµµ¸ÚÁø³¯!,https://www.google.com/maps/contrib/100833072959468197109/reviews,5´Þ Àü,¼­´ç°³2³â·Î½ºÅÍ½º,¼­´ç°³2³â·Î½ºÅÍ½º,1
5,"¿©±â ³·¿¡µµ ¿À°í ¹ã¿¡µµ ¿ÍºÃ´Âµ¥ ¸ðµÎ ÁÁ¾Ò¾î¿ä¤¾¤¾°Ç¹° ÀüÃ¼°¡ Ä«Æä¿©¼­ ÀÚ¸®µµ ³Ë³ËÇÏ°í 1Ãþ ¾ß¿Ü¼®, ·çÇÁÅ¾µµ ¸ðµÎ ºÐÀ§±â ÁÁ¾Ò¾î¿ä¤¾¤¾´Ù¸¸ 2Ãþ°ú 4Ãþ ³»ºÎ´Â ÀÚ¸®°¡ ³Ê¹« »ª»ªÇÏ°Ô ¹èÄ¡µÇ¾î ÀÖ¾î¼­ ¾Æ½¬¿ü¾î¿ä. Ä¿ÇÇ ·Î½ºÆÃ »óÅÂµµ ½Å¼±Çß°í ÀúÃ³·³ ¹ã¿¡ Ä¿ÇÇ ¸ø ¸¶½Ã´Â »ç¶÷À»À§ÇÑ ¸Þ´ºµµ ÀÖ¾î¼­ (Æ¼ ¸Þ´º°¡ 2Á¾·ù ÀÖ¾ú´ø °Í °°¾Æ¿ä)ÁÁ¾Ò±¸¿ä. ´ÙÀ½¿¡´Â ¿·ÀÇ °õÆÎÀÌ¸¶ÄÏ¿¡¼­ ¸ÆÁÖ¶û ÆËÄÜ(3500¿ø, ÀüÀÚ·¹ÀÎÁö¿¡ Æ¢°Ü ¸ÔÀ» ¼ö ÀÖ¾î¿ä)À» »ç¼­ ¸Ô°í ½Í¾î¿ä. ºÐÀ§±â °©ÀÌ±¸ Àú¸¸ ¾Ë°í ½ÍÀº °÷ÀÎµ¥ ³ªÁß¿¡ ÇÖÇØÁö±â Àü¿¡ ÀÚÁÖ ¹æ¹®ÇØµÎ·Á±¸¿ä.",ejung_sophie Lim,https://www.google.com/maps/contrib/102124508029157426647/reviews,5³â Àü,¼­´ç°³2³â·Î½ºÅÍ½º,¼­´ç°³2³â·Î½ºÅÍ½º,1
5,"??Âü½ÅÇÔ(5.0)
??¸À(4.0)
??°¡¼ººñ(4.0)

ÇÑÃþ ÇÑÃþ °øµé¿© ÁöÀ¸¼Ì´Ù´Â ÁÖÀÎÀå´Ô ¸»Ã³·³ ÀåÀÎÁ¤½ÅÀÌ ´À²¸Áö´Â ÈüÇÑ Ä«Æä. ¸ÂÀºÆí °õÆÎÀÌ °¡°Ô¿¡¼­´Â ¸ÆÁÖ¿Í ¿ÍÀÎ, ¾ÈÁÖ·ù¸¦ »ì ¼ö ÀÖ°í º®µ¹°ú ³ª¹«¼ÒÀç°¨ÀÌ µ¸º¸ÀÌ´Â ¿îÄ¡ÀÖ´Â °Ç¹°¿¡¼­ ½Ã°£À» º¸³»¸é ÀÌ°ÍÀÌ ¹Ù·Î ³¶¸¸!",hotzzi,https://www.google.com/maps/contrib/100459488117181840841/reviews,5³â Àü,¼­´ç°³2³â·Î½ºÅÍ½º,¼­´ç°³2³â·Î½ºÅÍ½º,1
4,¿·¿¡ ÀÖ´Â ¿¡¼­ ±¸ÀÔÇÑ ¿ÍÀÎ°ú ¸ÆÁÖ¸¦ ¿©±â¼­ ¸ÔÀ» ¼ö ÀÖ½¿´Ù... 4Ãþ °Ç¹°·Î ¾ß¿Ü Å×¶ó½ºµµ ÀÖ¾î¼­ ÁÁ½À´Ï´Ù...,Bumsang Kim,https://www.google.com/maps/contrib/108662752474504814274/reviews,1³â Àü,¼­´ç°³2³â·Î½ºÅÍ½º,¼­´ç°³2³â·Î½ºÅÍ½º,1
5,"°¡°Ô ÀÚÃ¼´Â Å« ÆíÀº ¾Æ´Ï¾ú´Âµ¥, À½½Ä ³ª¿À´Â ¼Óµµµµ ¾öÃ» ºü¸£°í ¸Ô´Âµ¥ ¿À·¡ °É¸®´Â À½½ÄÀÌ ¾Æ´Ï¶ó¼­ È¸ÀüÀ²ÀÌ ÁÁÀº ÆíÀÌ¿¡¿ä.
ÀÏº»¿¡¼­ ¸Ô¾ú´ø ÅÙµ¿º¸´Ù ÈÎ¾À ¸ÀÀÖ¾î¿ä. ÀÏº» ÅÙµ¿Àº ¹º°¡ ´ª´ª ÇÏ°í ºÎµå·¯¿î ´À³¦ÀÌ¾ú´Ù¸é, ¿©±â´Â Á¤¸» Æ¢±è ¿ÊÀÌ ¾ã°í ¹Ù»è ¹Ù»è ÇÕ´Ï´Ù.
?",ÀÌÀÌÀÌÀÌÀÌ,https://www.google.com/maps/contrib/113469848158564901261/reviews,1ÁÖ Àü,Àú½ºÆ®ÅÙµ¿ ¿¬³²º»Á¡,Àú½ºÆ®ÅÙµ¿ ¿¬³²º»Á¡,1
5,Æ¢±è¿ä¸®´Â ¸Ô´Ùº¸¸é ´À³¢ÇÏ°í ¹°¸®±âµµ ÇÏ´Âµ¥ ¿©±â Àú½ºÆ®ÅÙµ¿Àº ±×·±°Å ÀüÇô ¾øÀÌ Ã³À½ºÎÅÍ ³¡±îÁö ¾È¹°¸®°í ¾È´À³¢ÇÏ°í ¸À³ª¼­ ³î¶ú¾î¿ä..±â¸§µµ ±ò²ûÇÑ°Å ¾²½Ã´É °Í °°°í ¿ìµ¿µµ Ä÷¸®Æ¼°¡ »ó´çÈ÷ ³ô½À´Ï´Ù. ºñÁê¾óÀÌ¸ç ¸À±îÁö ÁÁÀº ¿¬³²µ¿ ÅÙµ¿ ¸ÀÁýÀÌ¶ó µ¥ÀÌÆ® Àå¼Ò·Îµµ ¾ÆÁÖ ÁÁÀº ÇÑ³¢°¡ µÉ °Í °°¾Æ¿ä^^,±¸¸§ÀÌ¾ð´Ï,https://www.google.com/maps/contrib/108810117828150404111/reviews,2´Þ Àü,Àú½ºÆ®ÅÙµ¿ ¿¬³²º»Á¡,Àú½ºÆ®ÅÙµ¿ ¿¬³²º»Á¡,1
5,"¿ø·¡ ´ÜÇ°À¸·Î ¸ÔÀ¸·Á´Ù ¹æ¹®ÇØ º¸´Ï ¿ÃÅ¸ÀÓ 2ÀÎ¼¼Æ®°¡ ÀÖ¾î¼­ °¡¼ººñ ÁÁ°Ô ÁÖ¹®Çß¾î¿ä~??
Àú½ºÆ®ÅÙµ¿ ¸Å¿î°ÍÀ¸·Î ¼±ÅÃÇÏ°í ¾ßÃ¤ÅÙµ¿Àº ±âº»¼±ÅÃ! ¸Å¿î°Í VS ¾È¸Å¿î°Í ¹Ý¹Ý ÁÖ¹®ÇÏ¸é ³Ê¹« Àß ¾î¿ï·Á¿ä~°í¸¶Å¸·¡¿ìµ¿°ú Á¦·ÎÄÝ¶ó ÇÈ Çß´Âµ¥ µÑÀÌ ¸ÔÀ¸´Ï ¾çÀÌ ¾î¸¶¹«½ÃÇß¾î¿ä~?? ¸Ê±â´Â ½Å¶ó¸é°ú ºÒ´ßÀÇ Áß°£ Á¤µµÀÎµ¥ ²Ï ¸Å¿ö¼­ ÀÔ¾ÈÀÌ ¾ó¾óÇÏÁö¸¸ ÁøÂ¥ ¸ÀÀÖ¾î¼­ ±âÀý??ÅÙµ¿ÀÌ¶û ¹äÀÌ¶û °°ÀÌ ¸ÔÀ¸¸é ¿ÏÀü ¸Àµµ¸®¿¡¿ä~?? ¼ö¶õ°ú ÀÏº»½Ä °ÍÀýÀÓ(Å¸Ä«³ª) Å¸·¹¼Ò½º¸¦ ¹ö¹«·Á Æ¢±è°ú °°ÀÌ ¸Ô¾îÁÖ´Â ÀÏº»½Ä Æ¢±èµ¤¹äÀÇ ¸Å·Â¿¡ ±âºÐÁÁÀº ½Ä»ç¸¦ ÇÒ¼ö ÀÖ°í¿ä~ ¸ÆÁÖ³ª ÇÏÀÌº¼À» °çµéÀÌ¸é ÃÖ°í ???? °í¸¶Å¸·¡¿ìµ¿Àº ·¹¸óÁóÀ» »Ñ¸°´ÙÀ½ ¼ö¶õÀ» ÅÍÆ®·Á ºñº­ ¸ÔÀ¸¸é ½Ã±×´ÏÃ³¸Þ´ºÀÎÁÙ~ ¸Å·Âµ¢¾î¸® Â÷°¡¿î ¿ìµ¿ÀÔ´Ï´Ù. ¼Ò½º°¡ ³¡³»ÁÖ°Ô ¸ÀÀÖÀ¸´Ï ÀÌ°Å ÁÖ¹® ÇÊ¼ö¿¹¿ä~???? ÅÙµ¿¿¡ ³ª¿À´Â Æ¢±è °¡Áþ¼ö¿Í ¾çÀº °¡°Ý¿¡ ºñÇØ ÇýÀÚ½º·´°í °¡¼ººñ Â¯ÀÔ´Ï´Ù. ¹Ù»èÇÏ°Ô Àß Æ¢°ÜÁø Æ¢±èÀ» ÇÑÀÔ º£¾î¹°¸é °¨Åº»ç Àý·Î ³ª¿Í¿ä?? ¹ÙÅ×ÀÌºí¿¡ ¾ÉÀ¸¸é Æ¢±èÇÏ´Â ¸ð½Àµµ º¼¼ö ÀÖ¾î¼­ Àç¹ÌÀÖ°í ½Ä»çÈÄ¿¡ »êÃ¥°â ¿¬Æ®·²ÆÄ±×¸¦ °ÉÀ¸¸é º½¿¡´Â º¢²ÈÀÌ ¸¸°³ÇÑ Ç³°æµµ °¨»óÇÏ°í »çÁøÂï°í ¿À±â ÁÁÀº ¿¬³²µ¿ ¸ÀÁýÀÔ´Ï´Ù ??????",ÇÁ¶õ,https://www.google.com/maps/contrib/112936628258366310243/reviews,1´Þ Àü,Àú½ºÆ®ÅÙµ¿ ¿¬³²º»Á¡,Àú½ºÆ®ÅÙµ¿ ¿¬³²º»Á¡,1
5,"¿¬³²µ¿ ÅÙµ¿ Âð¸ÀÁý Àú½ºÆ®ÅÙµ¿¿¡ ´Ù³à¿Ô¾î¿ä!
¹ÙÅ×ÀÌºíÀÌ ÀÖ¾î¼­ ºÎ´ã¾øÀÌ È¥¹äÇÏ±â ÁÁ°í Àú´Â ¿¡ºñÅÙµ¿ÀÌ¶û °í¸¶Å¸·¡¿ìµ¿À» ÁÖ¹®Çß´Âµ¥ °« Æ¢°Ü³ª¿Â Æ¢±èÀÌ¶ó ¹Ù»è¹Ù»èÇØ¼­ ½Ä°¨µµ ÁÁ°í ÅÊ±ÛÇÑ »õ¿ìµµ ³Ñ ¸Àµµ¸®,,¹äÀÌ¶û ½»½» ºñº­¼­ °°ÀÌ ¸ÔÀ¸´Ï±î ²Ü¸ÀÀÌ´õ¶ó±¸¿©????ºñºö¿ìµ¿µµ ²Ù´öÇÏ°í ¼Ò½º¶û Àß ¾î¿ì·¯Á®¼­ ³Ñ ¸ÀÀÖ°Ô ¸Ô¾ú½À´Ï´ç ¿¬³²µ¿ ÅÙµ¿ ¸ÀÁýÀº Àú½ºÆ®ÅÙµ¿ °­ÃòÇØ¿©!!????",À¸³ª,https://www.google.com/maps/contrib/116625123535769359236/reviews,1´Þ Àü,Àú½ºÆ®ÅÙµ¿ ¿¬³²º»Á¡,Àú½ºÆ®ÅÙµ¿ ¿¬³²º»Á¡,1
5,"¿¬³²µ¿¿¡ À¯¸íÇÑ ÅÙµ¿ ¸ÀÁýÀÎ Àú½ºÆ®ÅÙµ¿¿¡ ´Ù³à¿Ô½À´Ï´Ù:) Àú³á ÇÇÅ© Å¸ÀÓº¸´Ù »ìÂ¦ ÀÏÂï °¬´Âµ¥ ¹Ù·Î µÚ¿¡ ¿þÀÌÆÃÀÌ »ý±æ Á¤µµ·Î »ç¶÷ÀÌ ¸¹¾Ò¾î¿ä!
´ëÇ¥ ¸Þ´ºÀÎ Àú½ºÆ®ÅÙµ¿°ú ½ºÆä¼È ÅÙµ¿ ¸Ô¾ú´Âµ¥ Æ¢±æ Ä÷¸®Æ¼°¡ ÁÁ°í °£µµ Â¬Â©ÇÏ´Ï ¹ä°ú Àß ¾î¿ï·È¾î¿ä:D Æ¯È÷ ½ºÆä¼È ÅÙµ¿Àº Æ¢±è Á¾·ùµµ ´Ù¾çÇØ¼­ °ñ¶ó ¸Ô´Â Àç¹Ìµµ ÀÖ¾ú½À´Ï´Ù¤¾¤¾",±èÀ±Áö,https://www.google.com/maps/contrib/100394122604195602009/reviews,1´Þ Àü,Àú½ºÆ®ÅÙµ¿ ¿¬³²º»Á¡,Àú½ºÆ®ÅÙµ¿ ¿¬³²º»Á¡,1
3,"Á¡½É ½Ã°£¿¡ ¸Þ¹ø ¸¸¼®ÀÌ¶ó ¸ø°¡´Ù°¡ Áö³ª´Ù°¡ ¿ì¿¬È÷ ºóÁÂ¼® ¹ß°ßÇÏ°í Âø¼®!
¼öÁ¦ºñ´Â °¡°Ý¿¡ ºñÇØ ¾çÀº ¸¹À¸³ª ³Ê¹« °¨ÀÚ³ª ÀÌ·±°ÍµéÀÌ ºÎ½ÇÇÏ°Ô µé¾îÀÖ¾î¼­ ½Ç¸ÁÇß¾î¿ä...
´ÜÀÏ¸Þ´º°¡ º¸Åë 2ÀÎ ±âÁØÀ¸·Î ½ÃÅ³ ¼ö ÀÖ´Âµ¥ 2¸íÀÌ¼­ µÎ°¡Áö Á¤µµ ¸ÔÀ» ¼ö ÀÖ´Â ¼¼Æ® ¸Þ´º°¡ ÀÖÀ¸¸é ´õ ÁÁÀ»°Í °°½À´Ï´Ù",Sally Sally,https://www.google.com/maps/contrib/114785641218824174589/reviews,4´Þ Àü,ÁÖ¸·,ÁÖ¸·,1
