사업장명,작성일,작성자,작성자 프로필 링크,작성자 정보,별점,리뷰 내용,이미지 링크
풀뜯는돼지,7달 전,アリエル,https://www.google.com/maps/contrib/104975785618250093471/reviews?hl=ko,지역 가이드 · 리뷰 52개 · 사진 185장,별표 5개,"사전에 앱으로 웨이팅 예약을 하고 있었으므로, 불릴 무렵 도착해 대기시간 없이 자리에 붙였습니다.
어쨌든 일본인 투성이.
스탭의 분들은 수제도 좋고, 정중하게 구워 주었습니다.…","https://lh3.googleusercontent.com/geougc-cs/AB3l90D9Pv6va87ikTlVhVLPJeZJIF4WNok-WbT8jSTAdk5SCHa4lsad0_407IBz5T6esTV-RxulRhz9RR5J2gSzCemvmCVjfXBBzn9bzK-Dlcfj445KV7A5bXMuMD_wxZH0Fxr6jjlFwA=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90CeLSaxE1pL8fkDBnr0uspFUvFiy4Vh0J4RH92eLGHOUNDBvjGtkutS3OPOHziD6y6RVyRqFjmDun2lSHf8GbxEfv2C0qk1VMawCUw7qrkVZA8ns0GWVK3GJOw-ptqadAN4FOzD=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90C5oaLQ2vbnaN1mG_d7kY4lUwP_jEtDKFEnZKpV4wL9sM7BYXwZ3j2F2MsxFb3JLEjm3yzU5dvoKZXV04wlI9bmcjPi4L2k4G3KQrIS3i6lhsj83knQYr5dXTwnfUOzsG5E8jLm=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90BS9IuTE9uTD_-dcBLAwjyHEmSxMrVBVSG--_4XSMV5PCqw8d03ouaR1KCN0h-wfcHiFeI3Ipd0v1CTsXMEIYywxlFklNWlqygQ7I8d9UMW3U35H0QZkJ22EXduf-CmvX4Pxgsj=w300-h225-p"
풀뜯는돼지(별관),1년 전,Luke Han,https://www.google.com/maps/contrib/109894664341948919924/reviews?hl=ko,"지역 가이드 · 리뷰 151개 · 사진 5,581장",별표 4개,"서울 홍대에서 맛있는 점심을 먹었습니다. 제가 가장 좋아하는 KBBQ인 돼지고기를 전문으로 하는데, 저녁 시간에는 보통 대기줄이 길어서 점심시간인 정오쯤 오픈하자마자 방문하기로 했습니다.
도착했을 때는 테이블 하나가 차 있어서 원하는 자리에 앉았습니다. 구운 삼겹살을 색다른 방식으로 먹어볼 생각에 설레었습니다.…","https://lh3.googleusercontent.com/geougc-cs/AB3l90Cle2wdyKTzoZnkSMDzvQQkUSJpHjlMwdA23biaYxqdZYxP-Sq6z4aavrq5ysdlfAdwPMS1erKj1j6DylW6upv05vYCQ6bwsX_-ic9rFeZSwNli44v6NBtqlmLjDKodyYMblQLQ=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90Bpv2ghw1kyQS73DAiOZDcCUaYSgRLMBtOEk72ix5yJXD8OJjYfj2Ep58w9RPwCUdj_4DBRtFAGRWulzeRL1oxtnMfiZDa3thVMweGMw4MS64M4HKzmqilRwBabWzWeGydRpDk=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90De7e8mO4wY50Inh1d55GxcIMW8lZ_zuEU2xoeo_XyQALrICOxRQacH5Bknt6D84XY4RxYk36v8v4adw4izpliLN3VwDUrKxGDuuIvtcDQ01aEf7NUTwMBss9lIbwHzs_CLRnqMwg=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90CUuK_SRo_ElBo96mbiIbF0A-qW93-EWzcKV_S0F9oPKxsJ__mLZeab1Zz7K2qW6wZGMqwjGxMXspYNoBZSJVwaKQCuL0y-uibxAq-Tzy-yHpXUt6NV7-o_ic9J_HwNQZFC4G8=w300-h225-p"
풀뜯는돼지,1년 전,Luke Han,https://www.google.com/maps/contrib/109894664341948919924/reviews?hl=ko,"지역 가이드 · 리뷰 151개 · 사진 5,581장",별표 4개,"서울 홍대에서 맛있는 점심을 먹었습니다. 제가 가장 좋아하는 KBBQ인 돼지고기를 전문으로 하는데, 저녁 시간에는 보통 대기줄이 길어서 점심시간인 정오쯤 오픈하자마자 방문하기로 했습니다.
도착했을 때는 테이블 하나가 차 있어서 원하는 자리에 앉았습니다. 구운 삼겹살을 색다른 방식으로 먹어볼 생각에 설레었습니다.…","https://lh3.googleusercontent.com/geougc-cs/AB3l90Cle2wdyKTzoZnkSMDzvQQkUSJpHjlMwdA23biaYxqdZYxP-Sq6z4aavrq5ysdlfAdwPMS1erKj1j6DylW6upv05vYCQ6bwsX_-ic9rFeZSwNli44v6NBtqlmLjDKodyYMblQLQ=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90Bpv2ghw1kyQS73DAiOZDcCUaYSgRLMBtOEk72ix5yJXD8OJjYfj2Ep58w9RPwCUdj_4DBRtFAGRWulzeRL1oxtnMfiZDa3thVMweGMw4MS64M4HKzmqilRwBabWzWeGydRpDk=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90De7e8mO4wY50Inh1d55GxcIMW8lZ_zuEU2xoeo_XyQALrICOxRQacH5Bknt6D84XY4RxYk36v8v4adw4izpliLN3VwDUrKxGDuuIvtcDQ01aEf7NUTwMBss9lIbwHzs_CLRnqMwg=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90CUuK_SRo_ElBo96mbiIbF0A-qW93-EWzcKV_S0F9oPKxsJ__mLZeab1Zz7K2qW6wZGMqwjGxMXspYNoBZSJVwaKQCuL0y-uibxAq-Tzy-yHpXUt6NV7-o_ic9J_HwNQZFC4G8=w300-h225-p"
풀뜯는돼지(별관),1년 전,M K,https://www.google.com/maps/contrib/112044029357943119590/reviews?hl=ko,"지역 가이드 · 리뷰 1,150개 · 사진 22,730장",별표 3개,"기대치 컨트롤이 어려운 가게.
먹고 싶은 일본인에게 추천받고 방문을 결정해 서울에 왔습니다만 조사하면 산견되는 SNS로 보는 이마이치 같은 이미지, 극치는 밥 벗어율이 상당한 확률로 높은 피가로의 게재...…","https://lh3.googleusercontent.com/geougc-cs/AB3l90DczlbisIN9FmlNU7vLYRtGMH3Lxa_fq9BXiioazAQH__YbEpvG1VgIIaFa9Mct04mzQNPEklHP-xsEelokdNMU0GInTUVkqTi1ed9jSINy3TivBsqfgSpOn-4PDNru1h4T89dH=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90BWNnpmOuhvuFcG9yl7Ypar_cWbdAMWSYKdMQXUggKOW5X7QCGKqhyIPLqvd8VaQVeAe-CYu3yiG8ofysDK-tAKSuFh4yTcjIN8w4tqtDclKZaLCKZxdxKBMybKHW1t-dMpPTV1=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90CuwNjFV1QZZW2afJBpVYf83x0BNQok-zv-TSFOZmVM6S3goPqnQN7yAPS05qKoucwHp1fonWBBLV7CsLoTNtfDC53pWBlgsKS2WhP6vWjQHVDBahJd6flenPDZyxLM_9JK6c_6=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90BJYpq-LO6WHxMav7NswFbxuHJFTuVocaqYhZmFOqk3n68L8imQZnMevymWxJa68uQ6eYqxrTb9faUDD6EaQXj8XLMwecCRuoB9gPS0M3rItsE5K7EOuDPiXPKbBtaUdc9i4QDv1g=w300-h225-p"
풀뜯는돼지,1년 전,M K,https://www.google.com/maps/contrib/112044029357943119590/reviews?hl=ko,"지역 가이드 · 리뷰 1,150개 · 사진 22,730장",별표 3개,"기대치 컨트롤이 어려운 가게.
먹고 싶은 일본인에게 추천받고 방문을 결정해 서울에 왔습니다만 조사하면 산견되는 SNS로 보는 이마이치 같은 이미지, 극치는 밥 벗어율이 상당한 확률로 높은 피가로의 게재...…","https://lh3.googleusercontent.com/geougc-cs/AB3l90DczlbisIN9FmlNU7vLYRtGMH3Lxa_fq9BXiioazAQH__YbEpvG1VgIIaFa9Mct04mzQNPEklHP-xsEelokdNMU0GInTUVkqTi1ed9jSINy3TivBsqfgSpOn-4PDNru1h4T89dH=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90BWNnpmOuhvuFcG9yl7Ypar_cWbdAMWSYKdMQXUggKOW5X7QCGKqhyIPLqvd8VaQVeAe-CYu3yiG8ofysDK-tAKSuFh4yTcjIN8w4tqtDclKZaLCKZxdxKBMybKHW1t-dMpPTV1=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90CuwNjFV1QZZW2afJBpVYf83x0BNQok-zv-TSFOZmVM6S3goPqnQN7yAPS05qKoucwHp1fonWBBLV7CsLoTNtfDC53pWBlgsKS2WhP6vWjQHVDBahJd6flenPDZyxLM_9JK6c_6=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90BJYpq-LO6WHxMav7NswFbxuHJFTuVocaqYhZmFOqk3n68L8imQZnMevymWxJa68uQ6eYqxrTb9faUDD6EaQXj8XLMwecCRuoB9gPS0M3rItsE5K7EOuDPiXPKbBtaUdc9i4QDv1g=w300-h225-p"
풀뜯는돼지(별관),2달 전,Felix Chang,https://www.google.com/maps/contrib/114075818656528736396/reviews?hl=ko,지역 가이드 · 리뷰 62개 · 사진 289장,별표 5개,"너무 맛있어서 사진을 찍을 시간이 없었습니다.

메뉴에는 삼겹살만 있지만, 벽에는 다른 옵션이 적혀있습니다.","https://lh3.googleusercontent.com/geougc-cs/AB3l90BrudeRUFG-ICorpxJRrbzgA5zpGB0XeJslhiJS6uv4DiCQqiLtO2GLkizek8LE_Vi9D_r742PeWpFZ-hv8RBvLEiPTBdHzO1RWX2vzkT5eLoni7cTez43KFJbsAJDL9FKihe1C4Q=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90Da8iOp12VHOhBaDmFAHIkUitMZLA-p4TY38ALU7SYQgVhFjLMaMmxzxtQhlLQAhmd0Ddl_WLHS5oTd906jVAEUrYhfhdVi6XShwu1SaqrPRDMq-TKJA4bguB28Q8R1oeL2_Do=w300-h450-p"
풀뜯는돼지,2달 전,Felix Chang,https://www.google.com/maps/contrib/114075818656528736396/reviews?hl=ko,지역 가이드 · 리뷰 62개 · 사진 289장,별표 5개,"너무 맛있어서 사진을 찍을 시간이 없었습니다.

메뉴에는 삼겹살만 있지만, 벽에는 다른 옵션이 적혀있습니다.","https://lh3.googleusercontent.com/geougc-cs/AB3l90BrudeRUFG-ICorpxJRrbzgA5zpGB0XeJslhiJS6uv4DiCQqiLtO2GLkizek8LE_Vi9D_r742PeWpFZ-hv8RBvLEiPTBdHzO1RWX2vzkT5eLoni7cTez43KFJbsAJDL9FKihe1C4Q=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90Da8iOp12VHOhBaDmFAHIkUitMZLA-p4TY38ALU7SYQgVhFjLMaMmxzxtQhlLQAhmd0Ddl_WLHS5oTd906jVAEUrYhfhdVi6XShwu1SaqrPRDMq-TKJA4bguB28Q8R1oeL2_Do=w300-h450-p"
풀뜯는돼지(별관),4달 전,나,https://www.google.com/maps/contrib/102388367243614782972/reviews?hl=ko,지역 가이드 · 리뷰 12개 · 사진 48장,별표 5개,"담당해 주신 점원이 매우 상냥했습니다 ??
솔직히 세리치즈미가 한번 맛있었습니다!…","https://lh3.googleusercontent.com/geougc-cs/AB3l90CI8biGR_vm8NZVMBOjIJ5abGWlvLuYRPpo1vqKOgEqhgsbGJZZQpNDXopkJDhQQQOhOJ3UEBGCpZYTkyuFkYwByvVozsDJa0f3nYuw62IngOmTHA0y2hbcglp485OLtNI8LQAT=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90D2KET9MsVIbsINgBbbDk8TXU0bLowDWfrnmTy38udhoHaO1pb9nDslN6Qcb1b5ZLGzTRXAGM6a7ckes5ZWwHCRNEJ78F3BBleMi13rb6oU97MliEwjvzawKHASPwnl5MJkN30e=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90A_sF__2CaTFTdCP1AUvaelkPN6kYJvNqRun0n98c0qkXYIa868Ye24UucchfgelvWRtyFzb5TTRTJ6Ijepwb90yqMTCm3MW0fWyecDconi2KBAI6TmKyk-O97jRW36evqSQ1Ka=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90D8Nplmh1uNr-NUy4U8WpurxNyMSiZNfR-T4-1XxE5sxCVG_Zk0CS2HzHVfT1pTKrFLKW5jC9H3YbhjX-zwsiJShTB_a9_H-uN8aykQC7Q8KtNrpN2_vjD18La-_GdlJByzMePl=w300-h225-p"
풀뜯는돼지,4달 전,나,https://www.google.com/maps/contrib/102388367243614782972/reviews?hl=ko,지역 가이드 · 리뷰 12개 · 사진 48장,별표 5개,"담당해 주신 점원이 매우 상냥했습니다 ??
솔직히 세리치즈미가 한번 맛있었습니다!…","https://lh3.googleusercontent.com/geougc-cs/AB3l90CI8biGR_vm8NZVMBOjIJ5abGWlvLuYRPpo1vqKOgEqhgsbGJZZQpNDXopkJDhQQQOhOJ3UEBGCpZYTkyuFkYwByvVozsDJa0f3nYuw62IngOmTHA0y2hbcglp485OLtNI8LQAT=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90D2KET9MsVIbsINgBbbDk8TXU0bLowDWfrnmTy38udhoHaO1pb9nDslN6Qcb1b5ZLGzTRXAGM6a7ckes5ZWwHCRNEJ78F3BBleMi13rb6oU97MliEwjvzawKHASPwnl5MJkN30e=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90A_sF__2CaTFTdCP1AUvaelkPN6kYJvNqRun0n98c0qkXYIa868Ye24UucchfgelvWRtyFzb5TTRTJ6Ijepwb90yqMTCm3MW0fWyecDconi2KBAI6TmKyk-O97jRW36evqSQ1Ka=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90D8Nplmh1uNr-NUy4U8WpurxNyMSiZNfR-T4-1XxE5sxCVG_Zk0CS2HzHVfT1pTKrFLKW5jC9H3YbhjX-zwsiJShTB_a9_H-uN8aykQC7Q8KtNrpN2_vjD18La-_GdlJByzMePl=w300-h225-p"
풀뜯는돼지(별관),1년 전,TENG,https://www.google.com/maps/contrib/116325145884553991095/reviews?hl=ko,"지역 가이드 · 리뷰 193개 · 사진 1,777장",별표 5개,사람이 많아서 전화를 받으려면 줄을 서서 기다려야 합니다. 서비스 직원이 바베큐를 도와드립니다. 양이 많지는 않지만 유채과 야채를 곁들인 바베큐는 나중에 다른 부분을 주문했습니다! 아주 맛있어요~,"https://lh3.googleusercontent.com/geougc-cs/AB3l90BhorDuQMwijSfsp2W98AI1Tw_UzRGcDuzDChWayBv4dZQv6EY0ylLUgzKxI8P8DCFOsnBH2Rgi-v50aHHq85ttGhk_dwqJsAbX9L5sPvqZrHuUuDmKV039Py2sv-kAETYJ54ke=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90B3tqJWk9jvvWiuSoNoHblcBlyGqu0lrohm5N5Kfs92WIDxAV2TilrYWZezelLie_uMYupyax7FYWm5qh7ahLZbczX-DB3HODHqmmwlIMVIs382Rs9lU6WPHewVt28-DEdmIaWqUQ=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90B8dx-x871FWfJdlTZFWqndBhC8x3ZazRNgzzzvoKcFWPuL9g9rUB53KY4vW7dQmiHx1XakZjsRujeclAe6sQzEHUp13eWMSGLgw0nVfCNoASfz-YAg2tlqVBeVAGcy6-eoLCyb=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90AGIwUIfohO4CJY5Z2ZfOxrZfJpXK6BoF-A4s0P6T3j7bkEEjMO6FSHWhp_VJadhEtMqOt5aNH5scG1_IuP6Z3rWj_AEDdn5HmmQN9Xl5NCloVKtnlmMEDUKX-RpVIsj-0Bhv-U3w=w300-h225-p"
풀뜯는돼지,1년 전,TENG,https://www.google.com/maps/contrib/116325145884553991095/reviews?hl=ko,"지역 가이드 · 리뷰 193개 · 사진 1,777장",별표 5개,사람이 많아서 전화를 받으려면 줄을 서서 기다려야 합니다. 서비스 직원이 바베큐를 도와드립니다. 양이 많지는 않지만 유채과 야채를 곁들인 바베큐는 나중에 다른 부분을 주문했습니다! 아주 맛있어요~,"https://lh3.googleusercontent.com/geougc-cs/AB3l90BhorDuQMwijSfsp2W98AI1Tw_UzRGcDuzDChWayBv4dZQv6EY0ylLUgzKxI8P8DCFOsnBH2Rgi-v50aHHq85ttGhk_dwqJsAbX9L5sPvqZrHuUuDmKV039Py2sv-kAETYJ54ke=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90B3tqJWk9jvvWiuSoNoHblcBlyGqu0lrohm5N5Kfs92WIDxAV2TilrYWZezelLie_uMYupyax7FYWm5qh7ahLZbczX-DB3HODHqmmwlIMVIs382Rs9lU6WPHewVt28-DEdmIaWqUQ=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90B8dx-x871FWfJdlTZFWqndBhC8x3ZazRNgzzzvoKcFWPuL9g9rUB53KY4vW7dQmiHx1XakZjsRujeclAe6sQzEHUp13eWMSGLgw0nVfCNoASfz-YAg2tlqVBeVAGcy6-eoLCyb=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90AGIwUIfohO4CJY5Z2ZfOxrZfJpXK6BoF-A4s0P6T3j7bkEEjMO6FSHWhp_VJadhEtMqOt5aNH5scG1_IuP6Z3rWj_AEDdn5HmmQN9Xl5NCloVKtnlmMEDUKX-RpVIsj-0Bhv-U3w=w300-h225-p"
풀뜯는돼지(별관),9달 전,Min Hsieh,https://www.google.com/maps/contrib/114287531175956498153/reviews?hl=ko,지역 가이드 · 리뷰 37개 · 사진 60장,별표 5개,한국에서 먹어본 바비큐 중 최고였습니다. 물냉이를 곁들인 바비큐는 시원하고 기름지지 않았습니다. 유일한 단점은 좌석이 거의 없다는 것이었습니다. 가게에 가서 맛있는 음식을 먹기 위해 기다려야 했어요.,"https://lh3.googleusercontent.com/geougc-cs/AB3l90DBCxJ4l2M4s6gSLFtFFwDLLiXyTlqBBlDz9z3Y1VrD8fBN31XVSnppBchdRX9xSffh2TFnRaAf0os9EZ3iPYpLV_F3tY-pqRlK2mx3XsN4LDjjfXRj_ZeHkwC8Fy63yKs7E374ew=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90DURx98EVZ24nSB71NyUCF5lUfz_Mj45YxJ-rqrPVX7iBwxYvh2lSAZluVU7a-3BFHPm3j77e48oBZZzBoBpPrn4NLj--PJ9rWQj6hTjKnNEXQm-NPfOJ6lpcYAQko8GQI9Xy9W=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90APqR1VtijYvWrjDZIJTG9FRuqFT6vyBUf7D_Q3HSzJ3hX3fpjtZ-2jHDXOLMy12X43EDz9TAC7qQKEdX5ffXPQTSCcqFDtz7Cw-_NMhfhWNGHRuT3YzpQfJ38di0HafG9JuKSM=w300-h225-p"
풀뜯는돼지,9달 전,Min Hsieh,https://www.google.com/maps/contrib/114287531175956498153/reviews?hl=ko,지역 가이드 · 리뷰 37개 · 사진 60장,별표 5개,한국에서 먹어본 바비큐 중 최고였습니다. 물냉이를 곁들인 바비큐는 시원하고 기름지지 않았습니다. 유일한 단점은 좌석이 거의 없다는 것이었습니다. 가게에 가서 맛있는 음식을 먹기 위해 기다려야 했어요.,"https://lh3.googleusercontent.com/geougc-cs/AB3l90DBCxJ4l2M4s6gSLFtFFwDLLiXyTlqBBlDz9z3Y1VrD8fBN31XVSnppBchdRX9xSffh2TFnRaAf0os9EZ3iPYpLV_F3tY-pqRlK2mx3XsN4LDjjfXRj_ZeHkwC8Fy63yKs7E374ew=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90DURx98EVZ24nSB71NyUCF5lUfz_Mj45YxJ-rqrPVX7iBwxYvh2lSAZluVU7a-3BFHPm3j77e48oBZZzBoBpPrn4NLj--PJ9rWQj6hTjKnNEXQm-NPfOJ6lpcYAQko8GQI9Xy9W=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90APqR1VtijYvWrjDZIJTG9FRuqFT6vyBUf7D_Q3HSzJ3hX3fpjtZ-2jHDXOLMy12X43EDz9TAC7qQKEdX5ffXPQTSCcqFDtz7Cw-_NMhfhWNGHRuT3YzpQfJ38di0HafG9JuKSM=w300-h225-p"
풀뜯는돼지(별관),1년 전,Nanako Higuchi,https://www.google.com/maps/contrib/107117311667319486967/reviews?hl=ko,"지역 가이드 · 리뷰 527개 · 사진 1,072장",별표 4개,"여기는 핫한 가게인 것 같기 때문에, 기다리는 것은 필수라는 것! ! 친구들에게 예약을 받았고, 그동안 홍대를 흔들어 놀았습니다.
세리의 삼겹살과 세리의 치즈미를 주문. 여기는 세리의 뽀쿤파(볶음밥?)도 유명한 것 같지만 배가 빵빵으로 먹을 수 없었다… !…","https://lh3.googleusercontent.com/geougc-cs/AB3l90BLdUC6f9uJRSayBudY5LXaJWG-wHxBjauaeOpeQuaJwBqrtILtfIbgcob7NMrCMuRhQwWvrZmaI46x9MwVpYpcCaulD3KzSpZ7We3kKtUvW8Bc1m1k5CelrUKlQrR6vVMjxf8=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90Ae9aMlp8tBEi-zEeBQsug4uzieBKKu_Pf3EkXMzbCklvlDgjNTEaBRqH9EX8FqhWAUGGTJjAui1h6GacdqD4fb9mv2RTyexvhgwKa_YiP_e5e5fgkRnuDi-TRsWJHs3C_GLFzswQ=w300-h450-p"
풀뜯는돼지,1년 전,Nanako Higuchi,https://www.google.com/maps/contrib/107117311667319486967/reviews?hl=ko,"지역 가이드 · 리뷰 527개 · 사진 1,072장",별표 4개,"여기는 핫한 가게인 것 같기 때문에, 기다리는 것은 필수라는 것! ! 친구들에게 예약을 받았고, 그동안 홍대를 흔들어 놀았습니다.
세리의 삼겹살과 세리의 치즈미를 주문. 여기는 세리의 뽀쿤파(볶음밥?)도 유명한 것 같지만 배가 빵빵으로 먹을 수 없었다… !…","https://lh3.googleusercontent.com/geougc-cs/AB3l90BLdUC6f9uJRSayBudY5LXaJWG-wHxBjauaeOpeQuaJwBqrtILtfIbgcob7NMrCMuRhQwWvrZmaI46x9MwVpYpcCaulD3KzSpZ7We3kKtUvW8Bc1m1k5CelrUKlQrR6vVMjxf8=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90Ae9aMlp8tBEi-zEeBQsug4uzieBKKu_Pf3EkXMzbCklvlDgjNTEaBRqH9EX8FqhWAUGGTJjAui1h6GacdqD4fb9mv2RTyexvhgwKa_YiP_e5e5fgkRnuDi-TRsWJHs3C_GLFzswQ=w300-h450-p"
풀뜯는돼지(별관),1년 전,Li koon,https://www.google.com/maps/contrib/103194300749984878407/reviews?hl=ko,"지역 가이드 · 리뷰 729개 · 사진 1,447장",별표 5개,우리는 정오 12시에 도착했는데 줄이있었습니다. 우리는 줄에서 5번째였고 오후 12시 30분에 테이블에 도착했습니다. 워터크레스트를 곁들인 바베큐 삼겹살은 정말 훌륭한 조합입니다. 직원분께서 맛있게 끓여주십니다. 워터 크레스트 팬케이크도 똑같이 좋습니다. 라인파크 근처에 있어요. 기다릴만한 가치가 있습니다.,"https://lh3.googleusercontent.com/geougc-cs/AB3l90ANTdAm_qMimAhU4V79C_1uTxgADl-esIMHXvgRPc57wpi6HT6OpB4T9rYFcnjOLxp1rRoX09gBXclWQv_8vgS78IWVlWy1o4T5KuxfZZmd5qOxriJvBpBpLoTi9vOspRoU2Naw=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90CnWznBzjenndIrPaavlCjpnB70DZUnslI6L3FYe-4cinMZc8Gey08arhIS6i7amke-PLhVRSqSo5C7bTADm2nPkMq7Jh28kgN6vzbeyeKgKdNNNpkSkrkTfV6TOydhAuDKFGDCWA=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90D4XbFgtn8KG8pKnL2tbqTvrvS7xAvk8mY-fX6nsfjuMJa6TNMwlrIeOkU9gyzYkUX9WKpYHulDa8sUI_VdHNDep2VyEqUhOjKsezSyFyXxMgwqMX6_VC0BDyUdNtjNaxU0Uc4=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90AMCUqssRrWBs-akl8R7SUv62AdPqxCublX-rc3KkzKEEDelkU0ha13-maC6waNT31HrZlixwO5oV-M6qfyLgivdQ3SjuyPh1bIB3F7xaVQ3nlC7jZtfEIKwCRcUDr8CutgpJ1nKA=w300-h225-p"
풀뜯는돼지,1년 전,Li koon,https://www.google.com/maps/contrib/103194300749984878407/reviews?hl=ko,"지역 가이드 · 리뷰 729개 · 사진 1,447장",별표 5개,우리는 정오 12시에 도착했는데 줄이있었습니다. 우리는 줄에서 5번째였고 오후 12시 30분에 테이블에 도착했습니다. 워터크레스트를 곁들인 바베큐 삼겹살은 정말 훌륭한 조합입니다. 직원분께서 맛있게 끓여주십니다. 워터 크레스트 팬케이크도 똑같이 좋습니다. 라인파크 근처에 있어요. 기다릴만한 가치가 있습니다.,"https://lh3.googleusercontent.com/geougc-cs/AB3l90ANTdAm_qMimAhU4V79C_1uTxgADl-esIMHXvgRPc57wpi6HT6OpB4T9rYFcnjOLxp1rRoX09gBXclWQv_8vgS78IWVlWy1o4T5KuxfZZmd5qOxriJvBpBpLoTi9vOspRoU2Naw=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90CnWznBzjenndIrPaavlCjpnB70DZUnslI6L3FYe-4cinMZc8Gey08arhIS6i7amke-PLhVRSqSo5C7bTADm2nPkMq7Jh28kgN6vzbeyeKgKdNNNpkSkrkTfV6TOydhAuDKFGDCWA=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90D4XbFgtn8KG8pKnL2tbqTvrvS7xAvk8mY-fX6nsfjuMJa6TNMwlrIeOkU9gyzYkUX9WKpYHulDa8sUI_VdHNDep2VyEqUhOjKsezSyFyXxMgwqMX6_VC0BDyUdNtjNaxU0Uc4=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90AMCUqssRrWBs-akl8R7SUv62AdPqxCublX-rc3KkzKEEDelkU0ha13-maC6waNT31HrZlixwO5oV-M6qfyLgivdQ3SjuyPh1bIB3F7xaVQ3nlC7jZtfEIKwCRcUDr8CutgpJ1nKA=w300-h225-p"
